id,leniency,linearity,line_distance
1,1.5,2.220446049250313e-16,1.0
10,1.5,0.2499999999999999,1.25
11,1.5,2.220446049250313e-16,1.0
12,0.0,2.88,2.8
13,2.5,2.220446049250313e-16,1.0
14,1.5,2.220446049250313e-16,1.0
15,0.0,2.75,2.75
16,1.5,0.22222222222222218,1.6666666666666667
17,1.5,2.9605947323337506e-16,1.3333333333333333
18,1.5,2.25,2.25
19,1.5,0.888888888888889,1.0
2,2.5,0.8888888888888888,1.3333333333333333
20,1.5,2.220446049250313e-16,1.0
21,1.5,2.220446049250313e-16,1.0
22,0.0,0.48,2.4
23,4.5,0.4444444444444445,2.0
24,1.5,0.7500000000000001,0.75
25,2.5,2.220446049250313e-16,1.0
26,2.5,2.220446049250313e-16,1.0
27,1.5,2.222222222222222,2.0
28,0.0,4.319999999999999,5.0
29,2.5,2.220446049250313e-16,1.0
3,2.5,2.220446049250313e-16,1.0
30,1.0,2.6666666666666665,2.6666666666666665
31,1.0,1.7763568394002505e-15,5.0
32,1.5,0.4444444444444445,2.0
33,3.5,2.220446049250313e-16,1.0
34,1.5,2.220446049250313e-16,1.0
35,1.5,0.8888888888888888,1.3333333333333333
36,1.5,2.220446049250313e-16,1.0
37,2.5,1.3333333333333333,3.3333333333333335
38,1.5,1.6999999999999997,2.0
39,1.5,1.7500000000000002,2.75
4,0.0,2.220446049250313e-16,3.0
40,1.5,2.220446049250313e-16,1.0
41,-1.0,2.3999999999999995,3.0
42,-1.0,0.0,2.0
43,1.5,2.220446049250313e-16,1.0
44,0.0,2.6666666666666665,2.6666666666666665
45,1.5,2.9605947323337506e-16,1.3333333333333333
46,0.0,4.444444444444444,4.0
47,0.0,2.88,2.8
48,0.0,4.0,5.0
49,1.5,0.22222222222222224,1.0
5,2.5,1.25,1.25
50,1.5,2.220446049250313e-16,1.0
6,1.5,2.220446049250313e-16,1.0
7,3.5,2.220446049250313e-16,1.0
8,1.5,2.220446049250313e-16,1.0
9,1.5,2.220446049250313e-16,1.0
