id,leniency,linearity,line_distance
1,1.5,0.8888888888888888,1.3333333333333333
10,0.0,1.828571428571429,2.0
11,0.0,0.0,0.0
12,3.5,0.22222222222222218,1.6666666666666667
13,0.0,0.0,0.0
14,2.5,1.35,1.75
15,2.5,2.220446049250313e-16,1.0
16,3.5,2.220446049250313e-16,1.0
17,4.5,2.220446049250313e-16,1.0
18,0.0,1.8163265306122451,2.5714285714285716
19,1.5,0.4444444444444445,2.0
2,1.5,1.0,1.0
20,1.5,1.0,1.0
3,0.0,0.0,0.0
4,0.0,4.440892098500626e-16,2.0
5,0.0,2.44,3.0
6,0.0,2.88,2.8
7,0.0,0.4380952380952379,2.0
8,1.0,1.3333333333333333,1.0
9,1.0,1.777777777777778,1.3333333333333333
