time,leniency,linearity,line_distance,structures_used,structures_count,backtrackings,level_length,used_structures
0.21310877799987793,22.5,2.5723187496040687,3.6052631578947367,34,35,0,89,"[61, 40, 32, 8, 21, 11, 9, 44, 21, 13, 58, 19, 55, 52, 31, 5, 34, 11, 38, 39, 20, 1, 56, 40, 17, 41, 55, 44, 24, 7, 54, 34, 60, 11, 56]"
0.2236173152923584,10.75,2.3886539816772374,2.909090909090909,34,35,0,96,"[61, 18, 54, 24, 30, 39, 33, 22, 52, 22, 58, 4, 48, 37, 42, 55, 2, 21, 41, 43, 35, 44, 39, 56, 19, 22, 50, 5, 26, 38, 7, 20, 44, 15, 17]"
0.21404743194580078,8.0,2.3906880645781285,3.2954545454545454,34,35,0,103,"[61, 5, 45, 37, 23, 54, 47, 52, 31, 32, 37, 8, 21, 38, 24, 19, 39, 12, 45, 11, 43, 22, 33, 4, 8, 46, 58, 31, 13, 19, 8, 45, 34, 29, 21]"
0.2926156520843506,9.0,3.1175508842175508,3.888888888888889,34,35,0,100,"[61, 31, 21, 24, 42, 28, 19, 58, 48, 43, 23, 59, 39, 25, 26, 24, 29, 55, 40, 7, 50, 19, 53, 40, 3, 6, 16, 27, 12, 2, 46, 29, 24, 13, 11]"
0.2425992488861084,21.5,3.312462476547842,4.475,34,35,0,108,"[61, 5, 30, 33, 11, 33, 23, 33, 19, 51, 24, 43, 29, 59, 19, 37, 33, 8, 41, 37, 21, 17, 13, 36, 8, 43, 55, 53, 35, 59, 39, 42, 25, 19, 35]"
0.24315190315246582,10.0,1.9277961862511526,2.5283018867924527,34,35,0,118,"[61, 5, 29, 9, 40, 53, 6, 31, 5, 31, 16, 58, 24, 27, 6, 17, 54, 56, 7, 23, 16, 33, 54, 27, 54, 44, 11, 4, 37, 21, 47, 55, 2, 51, 5]"
0.2340528964996338,10.5,1.9589604212671992,1.9310344827586208,34,35,0,115,"[61, 3, 13, 53, 34, 10, 40, 53, 6, 45, 43, 46, 27, 18, 2, 45, 5, 33, 18, 41, 27, 31, 33, 38, 50, 16, 59, 57, 38, 27, 40, 53, 35, 11, 12]"
0.8958063125610352,15.166666666666668,1.914865786314526,2.14,38,35,4,132,"[61, 44, 33, 28, 19, 30, 6, 54, 24, 33, 59, 25, 18, 19, 18, 40, 50, 6, 17, 55, 27, 2, 37, 36, 41, 17, 2, 8, 19, 41, 16, 7, 36, 35, 57]"
0.24805712699890137,11.5,2.8301733916707184,2.696969696969697,34,35,0,93,"[61, 59, 8, 50, 41, 19, 57, 55, 11, 7, 24, 28, 52, 9, 26, 3, 13, 55, 2, 49, 48, 8, 58, 25, 32, 6, 37, 19, 59, 52, 33, 59, 43, 59, 50]"
0.2720613479614258,14.5,2.1392028554431883,2.7560975609756095,34,35,0,106,"[61, 40, 32, 8, 26, 19, 16, 6, 45, 23, 27, 21, 11, 55, 17, 47, 11, 57, 42, 6, 9, 55, 54, 12, 58, 17, 14, 41, 39, 23, 34, 22, 21, 6, 36]"
0.2850637435913086,8.9,2.3724517906336096,2.9272727272727272,35,35,1,109,"[61, 31, 35, 7, 23, 21, 9, 39, 31, 39, 38, 9, 24, 55, 36, 19, 38, 19, 56, 16, 35, 12, 14, 51, 19, 18, 26, 34, 57, 56, 41, 7, 56, 39, 34]"
