linearity,leniency,result
2.718057100482017,17.5,0
3.3223115984361664,13.5,1
2.485968175718868,7.0,1
3.282222222222222,3.8333333333333335,1
2.6011163227016887,8.833333333333332,1
3.23685551163812,5.0,1
2.209078095970274,8.0,1
3.365604897460853,2.833333333333333,1
2.37565313678674,16.5,1
2.1786861561995403,22.83333333333333,1
2.9568148114860926,6.0,1
4.127543129089826,12.166666666666668,1
2.6434615384615383,11.5,0
3.819361966756829,11.5,1
2.3878528422863394,3.5,1
2.21484375,11.5,1
2.696274743401759,7.5,0
4.2762139338494025,13.0,1
2.517291423108598,5.25,0
2.6151500006407544,12.166666666666668,0
2.7627833395130392,8.5,0
2.391274264847204,12.5,1
2.092308127637517,9.3,0
1.8258140391645643,9.833333333333332,1
3.8968257019466126,6.5,1
2.81643979906012,8.0,1
3.2209845490477886,24.0,1
2.049861495844876,7.5,1
2.232664790284804,11.5,1
1.8114199702869656,14.0,1
3.581867185745302,11.1,1
2.5105743424584004,8.25,1
2.06522881345072,14.0,1
2.416907159417281,4.0,1
2.5987776928953403,10.5,0
2.208594308594308,3.5,1
2.2911366621480203,1.0,1
3.913826803773264,13.833333333333332,0
2.4998654415439616,10.0,1
3.710690915271521,9.5,1
2.5439334328223224,16.0,0
2.9206721957477995,9.0,1
2.8308035933779583,14.75,1
2.854382120384965,19.5,1
2.765146459028549,11.0,1
2.38838434621727,15.0,1
2.7372008324661823,9.5,1
3.614676672808161,12.5,1
2.673354306687639,16.166666666666668,0
3.007503988113406,1.0,1
2.5021669793621006,12.166666666666668,0
2.455489820041492,12.5,1
2.270176930125354,21.916666666666668,1
2.574307254974663,10.0,0
1.729344432882414,6.5,1
3.754014667042056,12.5,1
3.2341706736170406,7.5,0
3.426284306826178,13.0,1
2.660136054421768,47.5,1
2.869356940637217,22.5,1
2.240282957210412,19.166666666666668,1
3.2920415224913486,30.5,1
2.582968724679953,9.5,1
2.5568039306976797,14.5,1
2.5412422320456143,10.833333333333334,1
2.741642512077296,12.5,1
3.3015118056735178,12.0,1
2.1914685874349744,7.0,0
2.8713265913146944,8.5,1
3.035976331360947,10.0,0
1.9192517412023455,16.0,0
2.428010046994004,11.833333333333332,1
2.762284354550862,5.5,1
2.598301341939868,10.0,1
2.2318367346938777,14.5,1
2.941851748942609,13.7,1
2.4343523531861724,12.833333333333332,0
2.541617008188843,8.25,0
2.734763332445854,13.166666666666666,1
3.24186895404787,13.0,1
2.2524999999999995,13.5,1
3.1557936856487583,5.0,1
2.508139255702281,14.833333333333334,1
2.8944038695624315,21.25,1
2.165081535006347,4.5,1
2.1299038696140142,12.0,1
2.7271995977878327,11.5,1
2.961187034813926,7.166666666666668,0
2.423379063156593,8.5,1
3.4692784906943137,3.0,1
3.9275153911832112,15.5,0
2.282778355879292,15.5,1
3.354110301768991,13.0,0
2.4825100903325006,16.27777777777778,1
3.0046622983870965,12.0,1
2.1821919938263434,24.5,1
2.1017682106477027,12.5,1
2.802702126801849,9.0,1
2.48224852071006,8.166666666666668,1
2.0044344365674007,10.5,1
2.7972932330827063,1.5,1
1.7380933596318209,26.5,1
3.464923348806341,11.0,1
2.773879861416094,8.833333333333332,1
3.1207529843893487,16.5,1
3.257882212968471,4.333333333333334,1
2.4933908522758697,12.0,0
1.67734293717487,4.0,1
3.043740573152338,3.5,1
2.6487804878048777,16.642857142857142,1
1.944288060051607,7.5,0
2.6047184649260777,8.0,1
2.52063164805547,11.833333333333334,1
2.798223289315726,3.0,1
2.616308007612356,3.5,0
2.6826923076923075,9.0,1
2.8039332754378345,3.0,1
3.203265016413805,6.0,1
2.887079349646195,8.5,0
1.8045844024926685,15.0,1
2.700403613300019,3.0,0
3.040347416865636,13.5,1
1.8039451242120876,16.166666666666664,1
2.972220492058549,11.5,1
3.32770349519118,8.5,1
3.106550278504931,13.5,1
2.2448627517634057,8.3,1
1.896451142440448,12.166666666666668,0
4.0882539682539685,6.5,1
2.1713644931010245,6.5,1
2.6182225261097485,10.0,0
2.1115798577743607,19.5,1
2.839357310592016,10.166666666666666,1
2.381366950933135,96.5,1
2.7105723905723904,23.5,1
2.1998418972332017,18.5,1
1.884874450146627,13.5,1
2.65486665534228,11.5,1
2.2802498512790006,6.75,1
3.0786920589292133,8.0,1
4.6026603154630825,4.0,1
2.9446757882212964,9.5,1
4.064536489151875,4.833333333333334,1
2.693177857265046,9.0,1
2.4695109261186268,10.5,1
3.869646008512407,9.1,1
4.097077294685991,2.0,1
3.2795558661386743,10.166666666666668,1
3.734489371471788,13.1,0
3.632396726579552,11.166666666666668,1
3.91685663627153,8.833333333333334,1
2.4232895282111078,15.0,0
2.0348099709916903,-1.0,1
2.399216445890135,11.0,1
2.783961584633853,11.5,1
2.930562307567655,11.166666666666668,1
2.345712520084043,17.0,1
3.036152859237536,15.5,1
2.4866910670474205,8.0,0
2.6238735177865617,9.25,1
2.09560530059145,1.5,0
2.7221796695480918,15.5,1
3.217527199679715,10.5,1
2.397261195464155,19.0,1
1.616605525192783,9.166666666666666,1
2.180582563603954,8.833333333333332,1
2.483150344019909,5.5,1
2.732029771908764,19.83333333333333,1
2.273648427039563,8.5,1
1.9960506566604128,16.833333333333332,1
2.02414151925078,12.5,1
2.3645509989000293,21.166666666666664,0
2.61411925013872,7.166666666666668,1
3.7937110900073865,4.166666666666667,1
3.609581091062573,6.0,0
2.502937174869948,8.0,1
2.437001784651992,13.0,1
1.917331144465292,8.5,1
3.0606139438085327,11.5,1
3.0436105055538247,19.5,1
2.0485204357567794,7.0,1
3.4297520661157037,4.0,1
2.965785730328666,10.166666666666668,1
2.199460309743108,32.5,1
2.5219992224054484,10.5,1
2.985067393396219,13.7,1
1.864575562845459,14.3,1
3.5295200525969754,21.0,1
2.1955128749893764,9.5,1
2.357593312807217,5.0,0
2.523988273988274,12.5,0
2.7563215400624346,12.5,1
4.014133239502698,17.5,1
2.367698803659395,11.5,1
2.9234943714821764,14.166666666666668,1
3.110678982336736,16.5,1
3.816320645905421,6.0,1
2.3346297196564576,5.5,1
3.70729062395729,14.5,1
2.3585583966206807,11.833333333333332,0
2.798048847910343,17.0,1
2.919084583517677,19.75,1
3.5810642319913137,9.5,0
2.2414151925078034,19.0,1
2.238683662851197,13.0,1
2.773128207478006,10.0,1
2.1816088180112567,20.1,1
2.627482387838339,16.5,1
2.417677826482858,13.928571428571429,1
2.458514982060689,28.25,0
2.294899564103716,6.0,0
3.9986111111111113,5.0,1
2.9249539387947685,9.5,1
2.356028859585047,13.5,1
2.365656565656566,5.0,1
2.4130456010155257,11.5,1
3.36888657648283,12.7,1
3.879084287200832,11.75,1
3.336049690300703,10.0,1
1.7851127819548875,8.5,1
2.718584153519563,15.0,0
2.298869680851063,21.0,0
3.0329745384812403,14.75,0
3.120523497917905,-1.0,1
3.2237181503617487,11.833333333333332,1
3.4085871585871583,9.5,0
2.4532782096795933,17.0,0
2.075198079231692,17.5,1
2.783350676378772,10.5,1
2.4371448863636367,10.0,1
1.926972036687619,13.5,1
2.815816857440166,13.75,1
4.155278111244499,9.0,1
2.093557843557844,13.0,1
3.186001665705682,13.75,1
3.239715395475266,3.0,1
3.371904911697299,9.0,1
2.626009976182987,13.5,1
2.485119288781877,10.166666666666668,1
2.046679231165604,13.0,1
3.7559957867444496,15.0,1
3.9037902608991257,35.0,1
1.9772916586572344,14.5,1
3.609382170476758,5.5,1
3.288048329599575,8.5,0
3.2238858808829645,6.1,1
1.919520693464774,9.3,1
2.2103876466275656,4.0,0
2.904310484524389,6.0,1
2.016151942815249,19.0,1
2.666304070706212,5.5,0
3.4712018730489085,10.5,1
2.2179251850343804,8.5,1
2.394831144465291,22.7,1
1.9631647969134616,12.3,1
1.9119132501485443,10.5,0
2.7584968338004776,8.785714285714285,1
2.6802656054733616,11.0,1
2.911479441067206,6.5,1
2.117899929527836,15.5,1
2.306322767060423,22.0,1
3.190913584685212,34.5,1
3.485306607779854,17.166666666666668,1
2.7075801493192797,4.5,1
2.187773152965661,7.0,1
