id,leniency,linearity,line_distance
1,2.5,2.220446049250313e-16,1.0
10,1.5,2.220446049250313e-16,1.0
11,0.0,0.48,2.4
12,1.5,2.220446049250313e-16,1.0
13,0.0,4.444444444444444,4.0
14,2.5,2.220446049250313e-16,1.0
15,0.5,2.220446049250313e-16,1.0
16,0.0,2.6666666666666665,2.6666666666666665
17,2.0,1.7763568394002505e-15,5.0
18,1.5,2.220446049250313e-16,1.0
19,-1.0,2.7428571428571433,3.0
2,1.5,2.220446049250313e-16,1.0
20,3.5,2.220446049250313e-16,1.0
21,0.0,2.4,2.6
22,1.5,0.75,1.25
23,0.0,0.0,2.0
24,0.0,2.220446049250313e-16,3.0
25,1.5,0.8888888888888888,1.3333333333333333
26,2.5,2.220446049250313e-16,1.0
27,0.0,3.265306122448979,4.857142857142857
28,1.5,1.7777777777777777,1.6666666666666667
29,1.5,8.881784197001252e-16,2.5
3,1.5,2.220446049250313e-16,1.0
30,1.5,2.220446049250313e-16,1.0
31,2.5,2.220446049250313e-16,1.0
32,0.0,4.444444444444444,4.0
33,0.0,2.3999999999999995,3.0
34,1.5,2.220446049250313e-16,1.0
35,2.5,2.220446049250313e-16,1.0
36,0.5,1.28,2.0
37,0.0,3.12,3.0
38,4.5,2.220446049250313e-16,1.0
39,1.5,0.7500000000000001,0.75
4,3.5,1.5555555555555556,3.0
40,3.5,2.220446049250313e-16,1.0
41,1.5,2.220446049250313e-16,1.0
42,1.5,0.22222222222222224,1.0
43,2.5,1.25,1.25
44,3.5,2.220446049250313e-16,1.0
45,1.5,2.220446049250313e-16,1.0
46,1.5,2.220446049250313e-16,1.0
47,1.5,1.3333333333333333,1.3333333333333333
48,0.0,4.8,4.4
49,1.5,2.220446049250313e-16,1.0
5,1.5,1.0,1.0
50,0.0,1.3000000000000003,1.75
6,1.5,0.7500000000000002,2.75
7,1.5,2.220446049250313e-16,1.0
8,1.5,2.220446049250313e-16,1.0
9,1.5,0.4444444444444445,2.0
