time,leniency,linearity,line_distance,structures_used,backtrackings,level_length
0.1652517318725586,17.166666666666664,1.7446004102481603,1.8478260869565217,34,0,167
0.14919757843017578,13.0,2.2844686755762,2.8297872340425534,34,0,148
0.1488025188446045,20.0,2.2151952968610615,2.13953488372093,34,0,181
0.15203213691711426,6.9,1.886695390590459,1.9508196721311475,34,0,169
0.19119977951049805,7.166666666666668,2.1959598152078375,2.375,34,0,145
0.20198416709899902,13.5,4.020424822990421,6.469387755102041,35,1,118
0.19818615913391113,23.5,1.9578067765567762,2.0625,34,0,167
0.3402433395385742,7.75,2.8386934277843374,2.709090909090909,39,5,140
0.15503525733947754,16.75,2.5420918367346936,2.9464285714285716,34,0,147
21.14397430419922,2.0,4.428571428571428,6.357142857142857,518,501,45
0.18303966522216797,9.5,2.83352356985575,7.588235294117647,34,0,117
0.14403343200683594,7.5,2.4363997624774485,2.5161290322580645,34,0,155
0.17403745651245117,11.25,2.290109582386203,2.3448275862068964,34,0,156
21.524125576019287,6.5,2.7207523009203687,6.771428571428571,526,502,65
0.15180206298828125,9.0,2.5489450272600234,7.595744680851064,34,0,155
0.12203454971313477,7.5,2.9732715201465205,3.703125,34,0,140
0.14572477340698242,7.5,2.156609843937575,2.56,35,1,156
0.15268659591674805,18.166666666666668,1.7886820687659253,1.7222222222222223,34,0,179
0.19950270652770996,13.833333333333332,1.6559479992914363,1.5106382978723405,34,0,174
0.13985395431518555,27.0,1.5913868268438902,1.5,34,0,169
0.2073967456817627,13.5,2.175599312861707,2.3684210526315788,35,1,169
0.18825960159301758,8.25,1.833922373993059,1.912280701754386,34,0,150
0.16231894493103027,21.0,2.2454016850599268,2.056603773584906,34,0,188
0.13708257675170898,8.5,2.1197535282953193,2.4038461538461537,34,0,126
0.1679213047027588,9.7,4.060036730945821,4.3090909090909095,35,1,127
0.1428537368774414,12.1,2.371891616518611,2.3508771929824563,36,2,172
0.23937630653381348,7.0,2.1739328240710964,3.388888888888889,36,2,140
0.1376645565032959,13.0,1.9652101556231365,2.0508474576271185,34,0,163
0.13733863830566406,8.5,1.6531868886865395,1.8148148148148149,34,0,163
0.12471652030944824,14.666666666666668,2.4383902890923626,2.4210526315789473,34,0,158
0.1351010799407959,22.3,2.0244264105642262,1.9,34,0,161
0.14171576499938965,11.166666666666668,2.0997253543951824,2.661290322580645,34,0,164
0.15338492393493652,8.0,2.5031145777299617,3.0,34,0,143
0.13501811027526855,13.5,2.1074112845138058,2.16,34,0,163
0.14510583877563477,12.0,2.089798359535202,2.125,34,0,159
0.25086140632629395,10.5,2.7248646397334446,4.612244897959184,35,1,152
0.15291047096252441,18.25,2.3908619233399024,2.391304347826087,35,1,169
0.13608384132385254,14.0,1.910699413614346,1.853658536585366,34,0,165
0.39884161949157715,7.5,2.416074688007954,2.3870967741935485,38,4,150
0.12785124778747559,5.833333333333333,2.4453820268404196,2.630434782608696,34,0,136
0.15208721160888672,12.0,2.612552251772808,2.7719298245614037,34,0,160
0.15711760520935059,16.214285714285715,1.8080207367079604,1.9344262295081966,34,0,165
0.16440701484680176,10.5,2.201182840483132,2.163265306122449,34,0,163
0.1659693717956543,16.333333333333336,2.1433269897038008,2.088888888888889,35,1,182
0.14912939071655273,18.833333333333332,1.7193247789770858,1.6491228070175439,34,0,177
0.13631319999694824,7.5,2.7400080887970155,2.6470588235294117,34,0,142
0.17005491256713867,15.0,2.457155062982131,2.5357142857142856,35,1,156
0.14521145820617676,9.5,1.8714521841794571,1.8909090909090909,34,0,155
0.13909006118774414,10.5,2.1106093154965335,2.0,34,0,154
0.15235662460327148,8.5,2.6652315361406274,3.327272727272727,34,0,133
0.1682267189025879,11.0,2.6330244211146856,5.032786885245901,34,0,156
0.21225595474243164,14.833333333333332,1.8816418843460485,2.2093023255813953,34,0,146
0.25513505935668945,14.5,1.3426362389325353,1.4259259259259258,37,3,173
0.1494426727294922,14.0,2.9487713452728026,3.020408163265306,34,0,136
0.14889121055603027,11.5,1.6730274162804781,1.6206896551724137,34,0,183
0.19754648208618164,9.0,3.6726486061261614,5.72093023255814,36,2,159
51.66449022293091,4.5,3.4752081165452653,8.096774193548388,533,501,76
0.17605924606323242,14.0,1.6970575100644254,1.75,34,0,182
0.14086532592773438,11.5,2.593810569462744,2.933333333333333,34,0,118
0.17058277130126953,19.166666666666664,1.9618304921968788,1.88,34,0,176
0.1442117691040039,9.5,2.430803571428572,2.875,35,1,137
0.14041423797607422,10.5,2.285944850119079,2.595744680851064,34,0,158
0.2486124038696289,16.3,2.2778748524203074,2.1636363636363636,35,1,163
23.662837028503418,5.5,2.3246014492753626,8.791666666666666,524,502,59
0.13997721672058105,26.5,2.219283150597374,2.488372093023256,34,0,155
0.16015195846557617,9.75,2.485326825043793,2.765957446808511,35,1,143
0.16812372207641602,11.166666666666668,2.448943018067442,3.6666666666666665,34,0,155
0.39746832847595215,16.0,2.8043800439690103,6.813953488372093,40,6,131
0.18351078033447266,12.5,2.5014497382663476,3.3137254901960786,34,0,164
0.5742218494415283,15.5,3.027084963694539,3.1864406779661016,39,5,150
0.1455678939819336,11.166666666666666,2.631097992916175,3.3454545454545452,34,0,161
0.14371633529663086,17.5,1.9687778768956292,2.206896551724138,34,0,144
0.1388685703277588,8.5,2.716968961183984,5.415094339622642,34,0,133
0.14476656913757324,10.5,1.9314324129651859,2.16,34,0,162
0.21150684356689453,10.5,2.397939242382143,2.5166666666666666,34,0,181
0.15715432167053223,13.5,1.8051997815363547,2.0655737704918034,34,0,180
0.14009904861450195,15.833333333333334,1.7264166304819797,2.1666666666666665,34,0,166
0.13315033912658691,11.5,1.92123584798316,2.126984126984127,34,0,159
0.14433646202087402,8.0,2.4723032069970845,4.346938775510204,34,0,140
0.1570606231689453,16.9,2.186735277301315,2.2037037037037037,34,0,162
0.13797616958618164,15.333333333333332,2.181001745650183,2.171875,34,0,155
0.1650066375732422,-3.5,3.666815198827925,4.540983606557377,34,0,109
0.2075951099395752,9.5,2.8099809816399683,2.984126984126984,34,0,147
0.1583411693572998,9.5,2.2242124448345653,2.126984126984127,34,0,166
0.15213465690612793,19.0,2.082990789526606,2.0217391304347827,34,0,177
0.20460844039916992,11.5,2.7195028757591597,3.0434782608695654,34,0,152
0.18407440185546875,13.166666666666668,1.7749011399633354,1.930232558139535,34,0,146
0.12817859649658203,11.166666666666666,2.0562858473090375,2.3559322033898304,34,0,144
0.25180697441101074,14.5,2.632530265856896,3.0217391304347827,36,2,165
0.15352559089660645,8.0,1.855234814702927,2.230769230769231,34,0,138
0.17077255249023438,12.25,1.9279790916154558,2.0,34,0,166
5.668348550796509,2.0,3.9469929551353355,7.266666666666667,521,501,42
11.561823606491089,4.0,2.5875362318840573,9.708333333333334,168,134,73
