time,leniency,linearity,line_distance,structures_used,structures_count,backtrackings,level_length,used_structures
0.21004676818847656,19.5,2.0064692655259972,2.207792207792208,34,35,0,202,"[31, 26, 12, 22, 13, 6, 25, 10, 4, 25, 24, 17, 13, 5, 28, 21, 6, 27, 21, 26, 13, 24, 8, 15, 17, 18, 11, 20, 20, 19, 10, 7, 8, 1, 24]"
0.2090442180633545,7.0,2.0007012809473514,3.0259740259740258,34,35,0,202,"[31, 7, 17, 3, 2, 12, 4, 10, 23, 3, 25, 28, 8, 11, 22, 26, 15, 5, 21, 14, 9, 17, 7, 29, 15, 20, 11, 4, 10, 16, 24, 15, 6, 5, 7]"
0.372084379196167,15.5,2.6121426361621514,3.191780821917808,34,35,0,202,"[31, 6, 19, 7, 3, 10, 29, 15, 10, 26, 14, 19, 3, 9, 21, 14, 6, 23, 21, 27, 10, 26, 6, 25, 3, 14, 15, 26, 19, 3, 9, 5, 17, 4, 17]"
0.30258989334106445,7.166666666666668,2.1894967082778716,2.9078947368421053,34,35,0,164,"[31, 10, 24, 26, 21, 15, 4, 21, 22, 15, 18, 13, 8, 26, 20, 22, 7, 24, 20, 10, 6, 17, 28, 14, 30, 8, 16, 11, 2, 11, 6, 1, 29, 14, 12]"
0.3655965328216553,11.0,2.301904738126744,3.8333333333333335,34,35,0,195,"[31, 4, 15, 18, 26, 28, 27, 10, 24, 22, 20, 10, 6, 23, 15, 28, 2, 21, 18, 15, 18, 24, 11, 24, 8, 11, 25, 7, 18, 22, 30, 6, 10, 2, 24]"
0.3695981502532959,20.0,2.1599261080278542,2.4634146341463414,34,35,0,202,"[31, 27, 3, 4, 7, 22, 12, 23, 30, 21, 27, 5, 30, 19, 20, 3, 24, 17, 2, 17, 12, 11, 13, 28, 27, 29, 15, 8, 19, 10, 14, 13, 5, 20, 15]"
1.1474716663360596,16.5,1.9404438469677034,2.6794871794871793,42,35,8,180,"[31, 24, 23, 12, 14, 21, 13, 15, 26, 25, 4, 12, 22, 12, 23, 10, 12, 27, 4, 26, 7, 29, 21, 15, 18, 21, 6, 20, 21, 2, 24, 19, 5, 28, 29]"
0.3180725574493408,20.5,2.1690170619522995,3.0277777777777777,34,35,0,202,"[31, 10, 27, 24, 6, 28, 20, 8, 11, 2, 20, 11, 2, 19, 4, 12, 25, 26, 30, 25, 4, 29, 10, 9, 16, 6, 7, 28, 22, 18, 24, 9, 10, 17, 27]"
4.754382371902466,13.5,2.440347805398492,4.864197530864198,98,35,64,202,"[31, 7, 3, 27, 23, 25, 28, 22, 14, 29, 20, 13, 15, 21, 5, 23, 13, 25, 22, 25, 14, 29, 15, 20, 23, 28, 7, 15, 10, 19, 3, 8, 11, 12, 5]"
0.2810640335083008,9.3,2.0416525646403145,2.392857142857143,34,35,0,180,"[31, 8, 1, 8, 11, 19, 30, 26, 22, 28, 15, 21, 23, 21, 10, 6, 4, 7, 13, 27, 15, 25, 19, 26, 15, 8, 15, 21, 11, 25, 2, 20, 13, 21, 16]"
0.23005151748657227,13.0,2.130073859304898,3.757142857142857,34,35,0,202,"[31, 5, 10, 27, 15, 20, 24, 20, 14, 26, 12, 29, 9, 17, 6, 14, 26, 30, 12, 24, 28, 27, 10, 2, 30, 1, 3, 10, 27, 23, 17, 3, 6, 24, 21]"
0.20855331420898438,9.0,2.3717863048833996,4.166666666666667,34,35,0,180,"[31, 2, 15, 4, 2, 20, 5, 15, 26, 21, 23, 12, 2, 20, 18, 5, 19, 10, 22, 24, 7, 25, 30, 21, 14, 21, 6, 24, 12, 19, 3, 7, 24, 9, 30]"
0.22205328941345215,19.166666666666668,2.224105241260439,2.593220338983051,34,35,0,202,"[31, 27, 4, 27, 25, 2, 21, 9, 24, 19, 6, 14, 26, 9, 25, 2, 11, 10, 24, 20, 8, 10, 6, 11, 26, 10, 25, 2, 15, 23, 13, 23, 20, 21, 27]"
