linearity,leniency,result
2.0362098032785254,10.5,1.0
1.970250134480904,17.833333333333332,0.0
2.314027703066164,18.9,1.0
2.4321534895751444,14.5,0.0
2.091999000167816,6.5,0.0
1.8104996215353608,14.25,1.0
1.7262484610399853,9.0,0.0
2.2064864627285514,20.166666666666664,1.0
2.2840925658228004,23.25,0.0
2.045565434843012,8.5,0.0
2.471208563746783,14.5,0.0
2.240905608691614,21.83333333333333,1.0
2.4330240785937,23.5,1.0
2.3939024498182397,23.5,0.0
2.197143349697372,17.75,1.0
2.496641963582738,15.5,0.0
2.116252091246157,10.833333333333334,0.0
2.0357820602470924,10.833333333333332,1.0
1.902855257505878,17.833333333333332,1.0
2.303848684577381,17.5,1.0
1.8865149332565063,13.0,1.0
2.3074604140126174,12.833333333333334,1.0
1.7235388131156069,15.5,1.0
2.353543471564778,10.5,0.0
2.352705989217066,14.5,1.0
2.1918254151961976,17.5,1.0
2.433231237597525,13.5,1.0
1.994737980085348,8.0,0.0
1.898652752987518,14.5,1.0
1.8120373622190524,9.833333333333334,1.0
2.1816995237233976,14.5,1.0
2.052233862523655,10.0,1.0
2.660757069174962,27.7,0.0
1.79672464287849,13.5,0.0
1.6939983602602342,14.25,1.0
2.549695355229971,20.25,0.0
1.97456465341834,9.333333333333334,1.0
2.058197252769845,13.25,1.0
2.3436227569002983,20.5,1.0
2.388202847654312,9.0,0.0
2.8924387562036267,20.0,0.0
2.1101477401563127,7.5,0.0
2.0621513411604413,6.833333333333334,1.0
1.950332570784812,9.0,1.0
2.38720508783304,20.5,0.0
2.0990519567658463,16.5,0.0
2.572960880012103,23.5,0.0
2.237284009473914,16.833333333333332,0.0
2.4039876626578347,18.75,1.0
2.241652390131604,16.5,1.0
2.1219331319928427,9.0,0.0
2.3726577461482394,20.75,1.0
2.255475380714514,16.25,1.0
2.5320278478382034,14.0,0.0
2.5544211555066383,18.5,0.0
2.364493952679074,17.1,0.0
2.0274718706047823,8.5,1.0
