linearity,leniency,result
2.53114074897348,21.0,0
2.2547738052591257,10.166666666666668,1
2.1975523690409093,19.0,1
1.828019015316545,12.25,1
1.8000369198312236,15.0,1
1.7977152134893128,9.5,1
2.333140001023524,23.166666666666668,1
2.018420692880527,19.5,1
2.1843879742177057,10.1,1
2.053908362268229,12.166666666666666,1
2.1249997013634543,19.333333333333336,1
2.042085460897608,12.833333333333332,1
2.677342725917328,16.25,0
2.176996888161265,19.5,1
2.11456000169444,12.75,1
2.3672458310919846,17.166666666666668,1
1.9325803667402688,15.0,0
2.0853401098026043,13.833333333333332,1
2.041683155256562,20.166666666666668,0
1.7666208571111637,17.5,0
2.2908696057280893,14.1,0
2.0161601809139764,22.5,1
2.136121073605252,10.833333333333332,0
2.0213440576652597,14.3,1
1.6920529018160508,14.0,1
2.229611139557377,17.75,1
2.0249411999950016,18.5,1
2.2265194030136013,15.5,1
1.819275021282449,11.5,1
2.1555285854464703,12.0,1
2.5743368046854034,11.1,1
2.162524157945108,13.38888888888889,1
2.352961466729888,15.833333333333332,1
1.7295783520862635,22.5,1
1.795821403476906,22.75,0
1.8329441391941392,27.5,1
2.585832147937411,18.625,1
1.7015562830521276,20.5,0
2.2592917970602184,8.0,1
2.148381677969694,18.3,1
1.876279866530545,22.0,0
1.77911978915748,16.5,1
1.9928628550661056,22.3,1
1.927985692120112,10.166666666666668,1
2.5581251025930216,20.666666666666668,1
2.0054558738412203,11.5,1
2.164086084796952,9.833333333333332,1
1.918218612746304,15.75,1
2.1379414048537595,14.166666666666668,0
2.174696538779438,24.357142857142858,1
2.2188196326407708,9.5,0
2.0552179754230706,35.5,1
2.2739572840771336,21.75,1
1.9005696222538324,12.5,0
1.6384615384615386,11.5,1
1.930720737626348,16.75,1
1.9894503169250248,10.75,0
1.976050023761806,10.833333333333332,1
1.7900137086364416,14.0,1
2.146377060439561,32.1,1
1.8736342987572536,11.3,1
1.9604179224432383,10.166666666666668,1
2.1242236024844723,20.25,1
2.2501070463646458,24.5,1
2.225610677411232,17.1,1
1.9268280973384944,14.75,1
2.1880736179243643,10.166666666666666,1
2.267197285313684,16.3,0
2.1416672136816723,16.5,1
1.962694883824387,19.5,0
2.428985329071387,17.3,0
1.9657033754727105,25.5,1
2.5164652361124484,12.5,1
1.7526267119061265,14.833333333333332,1
1.9144361201415696,15.5,1
2.11098440021517,8.5,1
1.7389879584919066,23.5,0
2.326014587306367,21.0,0
1.9176280837400523,23.1,1
2.195256701137774,8.5,1
2.0182911994708586,21.25,1
2.5811162015826734,17.5,1
1.814653896001264,16.833333333333332,1
1.820978653500562,9.5,1
1.9350128942670104,18.5,1
2.196747288673427,12.75,1
2.218626311861781,27.5,1
1.9405826261919343,21.07142857142857,0
2.162320045294356,13.5,1
1.944605987338148,17.5,1
2.079607656083635,12.0,0
2.22283514753115,18.5,1
2.12462922337313,9.3,0
2.2365936462778566,13.833333333333332,1
2.135598753865431,23.75,1
2.044527886956077,19.7,1
1.798473101265823,9.5,1
1.9173055657963152,16.0,1
1.7827737632369212,20.25,1
2.316592155814877,12.5,1
1.8416786218452672,8.0,1
1.9610376602564104,11.5,1
2.2676837092299658,12.1,1
2.139120300668028,18.5,1
2.0011316967142627,9.0,1
2.197928841086004,22.1,1
1.9981583913418413,18.9,0
2.007887603298532,14.5,1
2.1449235340603763,19.83333333333333,1
1.8397278285319751,13.166666666666668,1
2.0339652941120905,13.166666666666668,0
2.0415601829152363,9.0,1
2.4225833723063634,14.0,1
2.331775379659958,20.5,1
2.365871704053521,9.0,0
2.2229130817251552,19.5,1
1.823548601232812,18.5,1
1.8764570537886351,16.833333333333332,1
1.9511811755952384,12.1,0
1.9256041890440387,21.25,1
2.220804327660791,25.0,0
2.191567736763751,17.5,1
2.005264232287734,20.5,1
2.1067034765171964,10.5,1
1.9103916254443136,16.0,1
2.1053889305170217,9.5,1
2.006935166972554,10.75,1
2.1002963867236355,17.25,0
2.1097048428694243,12.5,1
1.6640247127102048,14.75,1
1.9593470667539283,8.5,0
1.977878063179804,16.5,1
2.098140943124238,12.833333333333332,1
2.414519903173749,5.5,1
2.5847986357077266,23.0,1
