linearity,leniency,result
2.006469265525997,19.5,1
2.0007012809473514,7.0,1
2.612142636162152,15.5,1
2.189496708277872,7.166666666666668,1
2.301904738126744,11.0,1
2.1599261080278542,20.0,1
1.9404438469677037,16.5,0
2.1690170619522995,20.5,1
2.440347805398492,13.5,1
2.0416525646403145,9.3,0
2.130073859304898,13.0,1
2.3717863048834,9.0,1
2.224105241260439,19.166666666666668,1
2.458920227062353,16.833333333333332,1
2.4585279636409543,22.0,1
2.0947951569961134,13.642857142857142,1
2.287792610436393,19.166666666666664,0
1.998535530902868,7.5,1
2.165270136562002,14.0,0
2.310140354223198,19.333333333333336,0
1.955375451616054,24.83333333333333,0
2.085343228200371,17.5,1
2.3602001289263947,13.9,0
2.433329747175901,22.0,0
2.148840866312453,18.5,1
2.340932933334819,19.5,1
2.135400623116801,17.0,0
2.0880444667164046,10.5,1
2.0352623741265505,11.833333333333332,1
2.392139212332696,11.0,1
2.033395176252318,37.5,0
2.450139744056354,20.5,1
2.257956795679568,8.0,1
2.326100023520598,11.5,0
2.34519000396026,5.5,0
1.943611723959424,10.0,1
2.4103649681991506,16.0,1
2.2019453305810965,6.0,1
2.245447350433501,9.0,1
2.193489575953373,15.25,1
2.1255545548095105,18.0,0
2.363479487495769,14.5,0
2.433764943797744,18.5,1
2.021585042334514,19.5,1
2.0862723819858937,14.642857142857142,1
2.3214660191299066,15.5,1
2.1931937120385845,15.166666666666668,1
2.1334642311096808,14.785714285714285,0
1.761623886975736,12.5,1
2.050635240011498,11.5,0
1.8726596912818136,15.833333333333332,1
2.246694911705703,16.3,1
2.232166319500079,8.0,0
2.1638838304341084,16.166666666666668,1
2.5183581656443565,17.0,1
2.6454599238287737,13.0,0
2.2972714386959607,15.833333333333332,0
1.8666682519866031,7.5,1
2.262719113041216,8.9,0
2.06925394751058,6.1,1
2.829608178266464,8.5,1
2.252307692307692,16.5,0
2.128020547161172,23.5,0
2.357378625220318,10.5,1
2.173801686843533,160.5,1
2.183708610748659,20.0,1
2.41354066985646,21.7,0
2.095715901017642,14.0,1
2.007491333432212,15.0,1
1.874336344125512,9.833333333333334,1
2.493130715438409,28.0,0
2.4057261868914983,13.7,0
2.350144041200613,20.166666666666668,0
2.058856575817876,11.0,1
2.002066405413981,23.0,1
2.135654583161421,7.5,1
2.177787316849817,19.5,0
2.1309589083387364,10.0,0
2.258533756671735,11.5,1
2.218777681948627,19.166666666666664,0
2.5297813656555044,13.5,1
2.358258357152255,12.5,1
2.2187160103141124,20.5,0
1.8016293643991144,14.0,0
2.052830776529569,14.5,1
2.301311001159772,8.0,0
2.273524942269532,14.5,0
2.1897287862513424,32.833333333333336,1
2.435400373129718,17.5,0
2.0238890156149543,17.5,0
2.206564866024326,7.5,1
