linearity,leniency,result
1.9562349021241143,13.0,1
1.9722509094135392,9.75,1
2.09016922471468,10.0,1
1.7829424972475312,11.5,0
1.7082198328735727,11.666666666666668,1
1.6585477276016791,15.833333333333334,0
2.150845355954888,8.166666666666666,1
2.2697681466203496,13.1,1
2.414793110058329,11.833333333333332,1
2.2058808829654306,10.0,1
2.304931278633902,7.0,1
2.895239968252408,15.0,1
1.7989864457225608,16.5,0
2.2362940322929203,17.333333333333336,1
1.9298165542380563,11.3,0
2.314620394952805,13.0,1
1.9080368798584488,9.5,1
2.061627282491944,15.333333333333332,1
2.418654225153843,14.0,0
2.569721008403361,11.833333333333334,0
1.5586658870482042,20.5,0
1.8498963662600028,8.666666666666668,0
2.9752020301408515,45.5,1
2.3218207435038103,18.07142857142857,0
2.275879656426637,28.83333333333333,0
1.6491439233821503,11.0,1
2.2410208840842314,14.0,0
1.9383984775289127,15.0,0
2.176261185477775,13.166666666666664,1
2.1750586133750143,21.5,0
2.292844648063308,13.5,1
2.0270553935860054,16.5,0
1.999366888255777,6.25,1
2.0675548839224964,9.5,1
2.094898411853429,7.5,1
2.9377990430622014,27.166666666666668,1
2.3676399317286285,12.0,1
1.8397953561589924,13.5,0
1.8828595130044403,3.0,0
1.9273961794737424,17.166666666666664,1
2.193299349881797,16.5,1
1.8850276812852804,11.5,1
1.6777043158861338,7.5,0
1.9648208483683585,13.27777777777778,1
1.9291075091501428,10.833333333333334,0
1.728944830436751,7.333333333333332,0
2.287927567385512,14.5,1
2.0440340112228546,19.83333333333333,1
1.7642741736725365,32.5,1
1.7203743179289173,14.5,1
1.866875883173965,13.5,1
1.8960379475269151,15.0,0
1.3319112773009256,7.5,1
1.8345381953686457,10.166666666666668,1
2.4637949295472525,17.25,0
1.9100316304294536,20.214285714285715,1
2.0110234752034355,14.5,1
3.50066516551492,12.666666666666668,0
1.6042409338808228,10.833333333333332,0
2.35276967930029,14.25,1
1.6053842693518805,11.166666666666666,0
1.8041676278354477,12.5,1
2.524212393172819,11.0,1
1.7319616826322366,9.5,0
2.179829237817577,8.0,0
1.7629629629629628,10.5,0
1.9405144549784368,11.5,1
3.643248646397335,8.5,1
3.6919664560038887,2.0,0
2.044044642030193,12.5,1
2.5571328753911864,12.0,1
1.8026019573338283,115.5,1
1.9879144802947415,11.5,0
2.096632953273436,12.833333333333332,1
1.7415838796605398,13.5,1
1.9766587566531264,13.833333333333332,1
2.421107097650581,8.166666666666668,0
2.5444533167716568,18.83333333333333,0
2.0776270781679105,16.833333333333332,1
1.929401414821248,18.5,1
1.7432457786116324,6.5,1
1.956625071348436,6.3,1
1.9740516593489177,9.25,0
1.9590016182813963,13.166666666666664,0
2.118617778566198,10.666666666666668,0
1.899564353982343,9.666666666666668,1
1.9900826446280997,12.833333333333332,0
1.9874813983071005,12.5,1
2.284917660179715,6.5,1
2.6577511185407343,14.25,1
1.7788272333726878,10.0,1
1.946589195678272,4.5,1
2.491841617029588,26.5,1
2.0194514152649665,18.83333333333333,1
2.744233542112995,7.0,0
1.5919442977190874,8.5,1
2.0867439753324013,26.25,1
2.14431634581154,17.9,1
1.947781065088758,17.25,1
2.030487284519543,14.214285714285715,1
1.9366041275797368,13.0,0
2.291545189504373,12.5,0
2.01324545483491,9.833333333333334,1
2.138296271429729,6.9,1
2.5088684497113274,9.5,0
1.918992046969508,37.5,0
2.575405507258679,11.5,1
1.915089869108038,19.0,1
2.822376837837306,34.5,1
2.58811889152556,6.0,1
2.085670905179628,7.5,0
2.3819403960020504,13.5,1
1.8832129455909945,9.166666666666666,0
1.7282332861297292,8.5,0
2.0914364415979154,10.5,1
2.7854848984363203,17.5,1
1.6732013194781523,31.333333333333336,0
1.8546853146853144,10.5,1
1.8480725623582772,16.5,1
1.7936825617821095,33.785714285714285,1
1.960397722444124,66.0,1
1.7734494744691394,9.0,1
1.6621574344023329,13.5,1
2.081295950099083,17.166666666666668,0
2.489678520505996,11.166666666666668,1
1.9851181623904923,16.5,0
2.4892042435097537,12.833333333333334,1
2.1094756522478115,7.5,1
2.57414139813173,9.5,1
1.9755005471268448,21.0,1
1.94700696136141,15.0,0
2.193379790940767,14.0,0
2.380941274468971,10.9,0
1.7124281778827233,11.1,0
1.874994304054523,9.25,1
2.6840741055494184,15.5,1
1.6446813827571851,7.166666666666668,0
1.894488679082494,13.166666666666664,1
2.150373545641453,32.0,1
2.3966636254501794,10.9,1
2.734902124114952,9.5,1
1.9635651811745107,15.5,1
2.2816421223988472,10.0,0
4.293684210526315,8.5,0
2.0984451370831687,16.5,0
3.517400579488651,24.3,0
2.1357626459665635,16.5,0
1.9826432965530711,15.5,0
2.05287818601472,16.166666666666668,1
1.919027197773349,10.1,1
2.114417893859405,6.5,0
1.856649840787379,105.5,1
2.253409090909092,17.5,0
2.2018093983311378,18.5,0
1.928302017370844,11.5,0
2.459073393495726,7.833333333333333,1
1.8952311349323951,6.699999999999999,1
1.862608962658433,8.9,0
2.343019808474354,11.166666666666668,1
2.062813506026802,7.5,1
1.760427813814941,4.5,1
2.040008304785633,20.0,1
2.2552558343911726,7.0,1
2.095811598397203,12.5,1
1.930450016886187,7.5,0
1.824283413848631,15.0,0
1.7742237258595723,14.5,1
2.2452689618074224,14.125,1
1.892511453561016,13.75,0
2.054172897809262,14.0,1
1.6373632946001366,13.0,0
2.161878525514889,7.5,1
1.9232256330677675,13.125,1
2.2142957645403487,17.5,0
1.93994257664166,18.5,0
1.8674909727541311,47.0,1
2.236998123827392,12.25,1
2.0356457220972968,13.5,1
2.41705941435525,15.5,0
1.978465199286139,14.5,0
1.916140892139254,20.625,1
2.7653969384122457,10.5,1
2.2731879225710845,14.166666666666664,1
2.121596053452734,11.5,0
1.862367903182461,9.833333333333332,1
1.7362772848447203,14.166666666666666,1
1.7007984203296702,17.75,1
2.26443320616331,8.0,0
2.723947332943873,5.5,1
2.156680566645964,10.7,0
2.094635864399998,20.5,0
2.0380069190851438,8.5,1
1.714927113702624,15.5,1
1.6952362758074868,10.5,0
1.9084619447779112,10.5,1
1.9076324744773936,10.0,1
1.5297560975609756,12.5,1
2.1303049123118325,35.0,0
1.94012098624258,7.5,0
2.181948448508213,8.5,0
1.86931129476584,10.0,1
2.058315628452452,13.0,0
1.885275771928462,13.75,0
2.280666389004581,8.166666666666668,0
1.721405380333952,13.7,1
1.9995227035644687,7.0,1
2.251897732909679,14.25,0
2.1357445378151265,10.9,1
2.4885019994006305,10.5,0
2.348364069006543,10.7,1
1.6532778009162847,8.166666666666668,1
2.4280713736873563,18.5,1
2.212850284693536,18.75,0
2.447808956371325,9.5,1
1.86167587034814,11.166666666666668,1
1.7006176154672394,14.0,1
2.070091384970278,10.75,1
2.231056091653532,8.5,0
2.257310023670219,13.5,1
2.367417210670735,7.0,1
2.4074917930973294,14.666666666666666,0
2.208499689468548,13.5,1
2.605507514512864,17.25,0
2.9163331240893564,35.0,1
2.3540191586838817,7.166666666666666,1
2.319686721253115,11.0,1
2.5513404929305423,12.25,0
