name,result,reached,length,time
level_1,1,201,202,29
level_2,1,201,202,42
level_3,1,201,202,33
level_4,0,139,202,23
level_5,1,201,202,20
level_6,1,201,202,20
level_7,1,201,202,31
level_8,1,201,202,31
level_9,0,164,202,34
level_10,1,201,202,39
level_11,1,201,202,26
level_12,1,201,202,42
level_13,1,201,202,37
level_14,0,130,202,43
level_15,1,201,202,36
level_16,0,193,202,35
level_17,0,131,202,29
level_18,0,183,202,45
level_19,1,201,202,40
level_20,1,201,202,25
level_21,0,158,202,24
level_22,1,201,202,40
level_23,1,201,202,32
level_24,1,201,202,20
level_25,0,126,202,20
level_26,1,201,202,44
level_27,0,157,202,29
level_28,1,201,202,22
level_29,1,201,202,34
level_30,1,201,202,38
level_31,1,201,202,41
level_32,1,201,202,37
level_33,0,147,202,45
level_34,1,201,202,43
level_35,1,201,202,39
level_36,1,201,202,22
level_37,1,201,202,42
level_38,1,201,202,41
level_39,1,201,202,45
level_40,1,201,202,29
level_41,1,201,202,45
level_42,1,201,202,34
level_43,1,201,202,27
level_44,1,201,202,43
level_45,0,123,202,40
level_46,0,104,202,20
level_47,1,201,202,42
level_48,1,201,202,39
level_49,1,201,202,23
level_50,1,201,202,31
level_51,1,201,202,34
level_52,0,122,202,45
level_53,1,201,202,28
level_54,1,201,202,21
level_55,1,201,202,37
level_56,0,145,202,43
level_57,1,201,202,40
level_58,1,201,202,35
level_59,0,178,202,42
level_60,1,201,202,34
level_61,1,201,202,26
level_62,1,201,202,30
level_63,1,201,202,43
level_64,0,194,202,25
level_65,1,201,202,29
level_66,0,171,202,35
level_67,0,155,202,31
level_68,1,201,202,21
level_69,0,190,202,37
level_70,1,201,202,37
level_71,1,201,202,44
level_72,1,201,202,23
level_73,1,201,202,23
level_74,1,201,202,25
level_75,1,201,202,45
level_76,1,201,202,25
level_77,1,201,202,44
level_78,1,201,202,32
level_79,0,130,202,29
level_80,1,201,202,39
level_81,1,201,202,44
level_82,1,201,202,31
level_83,1,201,202,40
level_84,1,201,202,40
level_85,1,201,202,20
level_86,0,153,202,20
level_87,1,201,202,32
level_88,1,201,202,31
level_89,0,153,202,35
level_90,1,201,202,43
level_91,0,111,202,22
level_92,0,198,202,38
level_93,1,201,202,43
level_94,1,201,202,35
level_95,1,201,202,43
level_96,1,201,202,44
level_97,1,201,202,38
level_98,1,201,202,32
level_99,1,201,202,35
level_100,1,201,202,33
level_101,1,201,202,32
level_102,0,146,202,28
level_103,1,201,202,38
level_104,1,201,202,45
level_105,1,201,202,30
level_106,1,201,202,42
level_107,0,138,202,39
level_108,1,201,202,28
level_109,0,123,202,36
level_110,1,201,202,32
level_111,1,201,202,43
level_112,1,201,202,39
level_113,0,129,202,20
level_114,1,201,202,21
level_115,1,201,202,24
level_116,1,201,202,24
level_117,1,201,202,37
level_118,1,201,202,29
level_119,1,201,202,43
