level,result,block_reached,total_length,time
level_0.txt,0,32,201,45
level_1.txt,1,201,201,27
level_2.txt,1,201,201,27
level_3.txt,1,201,201,29
level_4.txt,0,18,201,45
level_5.txt,1,201,201,28
level_6.txt,1,201,201,29
level_7.txt,0,138,201,45
level_8.txt,0,161,201,45
level_9.txt,0,40,201,45
level_10.txt,1,201,201,29
level_11.txt,1,201,201,27
level_12.txt,1,201,201,28
level_13.txt,0,138,201,45
level_14.txt,0,102,201,45
level_15.txt,1,201,201,27
level_16.txt,0,111,201,45
level_17.txt,1,201,201,27
level_18.txt,0,86,201,45
level_19.txt,0,40,201,45
level_20.txt,1,201,201,28
level_21.txt,0,45,201,45
level_22.txt,1,201,201,29
level_23.txt,0,80,201,45
level_24.txt,1,201,201,28
level_25.txt,0,117,201,45
level_26.txt,1,201,201,28
level_27.txt,0,60,201,45
level_28.txt,1,201,201,27
level_29.txt,1,201,201,29
level_30.txt,0,80,201,45
level_31.txt,0,38,201,45
level_32.txt,0,16,201,45
level_33.txt,0,57,201,45
level_34.txt,0,47,201,45
level_35.txt,0,62,201,45
level_36.txt,1,201,201,28
level_37.txt,0,175,201,45
level_38.txt,1,201,201,27
level_39.txt,1,201,201,28
level_40.txt,1,201,201,27
level_41.txt,0,130,201,45
level_42.txt,0,74,201,45
level_43.txt,0,150,201,45
level_44.txt,0,192,201,45
level_45.txt,0,94,201,45
level_46.txt,0,72,201,45
level_47.txt,0,141,201,45
level_48.txt,0,194,201,45
level_49.txt,0,104,201,45
level_50.txt,1,201,201,28
level_51.txt,0,70,201,45
level_52.txt,0,62,201,45
level_53.txt,1,201,201,28
level_54.txt,1,201,201,27
level_55.txt,0,179,201,45
level_56.txt,1,201,201,27
level_57.txt,0,154,201,45
level_58.txt,0,123,201,45
level_59.txt,0,115,201,45
level_60.txt,0,97,201,45
level_61.txt,0,41,201,45
level_62.txt,0,46,201,45
level_63.txt,0,62,201,45
level_64.txt,0,55,201,45
level_65.txt,1,201,201,28
level_66.txt,1,201,201,28
level_67.txt,0,125,201,45
level_68.txt,1,201,201,28
level_69.txt,0,84,201,45
level_70.txt,0,59,201,45
level_71.txt,1,201,201,27
level_72.txt,1,201,201,29
level_73.txt,0,26,201,45
level_74.txt,0,150,201,45
level_75.txt,0,180,201,45
level_76.txt,1,201,201,28
level_77.txt,0,37,201,45
level_78.txt,1,201,201,29
level_79.txt,1,201,201,28
level_80.txt,0,40,201,45
level_81.txt,1,201,201,28
level_82.txt,0,133,201,45
level_83.txt,1,201,201,29
level_84.txt,0,127,201,45
level_85.txt,1,201,201,30
level_86.txt,1,201,201,28
level_87.txt,1,201,201,27
level_88.txt,0,160,201,45
level_89.txt,0,18,201,45
level_90.txt,0,37,201,45
level_91.txt,0,22,201,45
level_92.txt,0,61,201,45
level_93.txt,0,99,201,45
level_94.txt,0,51,201,45
level_95.txt,0,56,201,45
level_96.txt,0,128,201,45
level_97.txt,1,201,201,28
level_98.txt,1,201,201,27
level_99.txt,0,22,201,45
level_100.txt,0,15,201,45
level_101.txt,0,113,201,45
level_102.txt,1,201,201,26
level_103.txt,0,18,201,45
level_104.txt,0,70,201,45
level_105.txt,0,34,201,45
level_106.txt,0,167,201,45
level_107.txt,0,9,201,45
level_108.txt,0,185,201,45
level_109.txt,0,91,201,45
level_110.txt,1,201,201,28
level_111.txt,0,36,201,45
level_112.txt,1,201,201,30
level_113.txt,1,201,201,29
level_114.txt,0,30,201,45
level_115.txt,0,168,201,45
level_116.txt,1,201,201,29
level_117.txt,1,201,201,28
level_118.txt,1,201,201,31
level_119.txt,1,201,201,28
level_120.txt,0,163,201,45
level_121.txt,1,201,201,28
level_122.txt,0,54,201,45
level_123.txt,0,115,201,45
level_124.txt,0,73,201,45
level_125.txt,0,160,201,45
level_126.txt,1,201,201,28
level_127.txt,0,170,201,45
level_128.txt,0,15,201,45
level_129.txt,1,201,201,28
level_130.txt,0,26,201,45
level_131.txt,0,27,201,45
level_132.txt,1,201,201,29
level_133.txt,0,75,201,45
level_134.txt,1,201,201,27
level_135.txt,1,201,201,28
level_136.txt,0,10,201,45
level_137.txt,0,118,201,45
level_138.txt,0,180,201,45
level_139.txt,0,58,201,45
level_140.txt,0,120,201,45
level_141.txt,1,201,201,28
level_142.txt,1,201,201,27
level_143.txt,0,180,201,45
level_144.txt,1,201,201,27
level_145.txt,1,201,201,26
level_146.txt,1,201,201,27
level_147.txt,0,111,201,45
level_148.txt,1,201,201,26
level_149.txt,1,201,201,27
level_150.txt,0,43,201,45
level_151.txt,1,201,201,28
level_152.txt,0,167,201,45
level_153.txt,1,201,201,28
level_154.txt,0,89,201,45
level_155.txt,0,15,201,45
level_156.txt,0,36,201,45
level_157.txt,1,201,201,28
level_158.txt,0,31,201,45
level_159.txt,0,62,201,45
level_160.txt,0,194,201,45
level_161.txt,0,44,201,45
level_162.txt,0,84,201,45
level_163.txt,1,201,201,26
level_164.txt,1,201,201,28
level_165.txt,0,89,201,45
level_166.txt,0,14,201,45
level_167.txt,1,201,201,27
level_168.txt,1,201,201,27
level_169.txt,1,201,201,27
level_170.txt,0,29,201,45
level_171.txt,0,9,201,45
level_172.txt,0,66,201,45
level_173.txt,0,42,201,45
level_174.txt,0,53,201,45
level_175.txt,0,136,201,45
level_176.txt,0,185,201,45
level_177.txt,0,25,201,45
level_178.txt,0,26,201,45
level_179.txt,0,109,201,45
level_180.txt,1,201,201,29
level_181.txt,0,59,201,45
level_182.txt,0,107,201,45
level_183.txt,0,113,201,45
level_184.txt,0,102,201,45
level_185.txt,0,22,201,45
level_186.txt,0,106,201,45
level_187.txt,0,158,201,45
level_188.txt,0,76,201,45
level_189.txt,0,39,201,45
level_190.txt,0,32,201,45
level_191.txt,0,51,201,45
level_192.txt,1,201,201,26
level_193.txt,1,201,201,27
level_194.txt,0,23,201,45
level_195.txt,1,201,201,28
level_196.txt,0,170,201,45
level_197.txt,0,23,201,45
level_198.txt,0,160,201,45
level_199.txt,1,201,201,27
level_200.txt,1,201,201,28
level_201.txt,1,201,201,28
level_202.txt,0,97,201,45
level_203.txt,0,103,201,45
level_204.txt,0,72,201,45
level_205.txt,0,94,201,45
level_206.txt,0,143,201,45
level_207.txt,0,177,201,45
level_208.txt,0,44,201,45
level_209.txt,1,201,201,27
level_210.txt,0,83,201,45
level_211.txt,0,87,201,45
level_212.txt,1,201,201,26
level_213.txt,0,16,201,45
level_214.txt,0,145,201,45
level_215.txt,1,201,201,27
level_216.txt,0,64,201,45
level_217.txt,0,187,201,45
