level,result,block_reached,total_length,time
level_0.txt,1,145,145,20
level_1.txt,1,129,129,18
level_2.txt,1,119,119,18
level_3.txt,0,58,141,90
level_4.txt,1,133,133,18
level_5.txt,0,6,126,90
level_6.txt,1,141,141,20
level_0.txt,1,145,145,20
level_1.txt,1,129,129,18
level_2.txt,1,119,119,18
level_3.txt,1,141,141,22
level_4.txt,1,133,133,18
level_5.txt,0,4,126,45
level_6.txt,1,141,141,20
level_7.txt,0,82,139,45
level_8.txt,1,133,133,22
level_9.txt,1,148,148,21
level_10.txt,1,157,157,22
level_11.txt,0,24,141,45
level_12.txt,0,42,137,45
level_13.txt,0,54,146,45
level_14.txt,0,126,142,45
level_15.txt,1,130,130,19
level_16.txt,0,108,141,45
level_17.txt,0,67,126,45
level_18.txt,1,131,131,20
level_19.txt,0,42,122,45
level_20.txt,0,104,200,45
level_21.txt,1,124,124,20
level_22.txt,0,22,107,45
level_23.txt,1,130,130,20
level_24.txt,0,109,171,14
level_25.txt,1,152,152,21
level_26.txt,1,118,118,20
level_27.txt,1,140,140,20
level_28.txt,1,132,132,19
level_29.txt,1,129,129,20
level_30.txt,0,119,139,45
level_31.txt,0,55,132,45
level_32.txt,1,84,84,14
level_33.txt,1,150,150,22
level_34.txt,1,116,116,16
level_35.txt,0,38,124,5
level_36.txt,1,111,111,18
level_37.txt,0,114,141,45
level_38.txt,0,96,112,45
level_39.txt,1,130,130,20
level_40.txt,1,147,147,19
level_41.txt,1,123,123,19
level_42.txt,1,144,144,20
level_43.txt,1,153,153,22
level_44.txt,0,34,126,45
level_45.txt,1,125,125,18
level_46.txt,1,129,129,20
level_47.txt,0,66,147,9
level_48.txt,1,137,137,20
level_49.txt,1,133,133,20
level_50.txt,0,104,142,45
level_51.txt,0,136,145,45
level_52.txt,1,136,136,20
level_53.txt,0,89,126,45
level_54.txt,1,109,109,18
level_55.txt,1,189,189,28
level_56.txt,0,65,145,45
level_57.txt,0,77,142,10
level_58.txt,0,80,148,45
level_59.txt,1,135,135,20
level_60.txt,1,139,139,21
level_61.txt,0,30,132,45
level_62.txt,1,149,149,22
level_63.txt,1,133,133,19
level_64.txt,1,131,131,18
level_65.txt,0,104,146,45
level_66.txt,1,134,134,18
level_67.txt,1,106,106,18
level_68.txt,1,68,68,12
level_69.txt,0,45,111,45
level_70.txt,0,41,120,45
level_71.txt,1,137,137,21
level_72.txt,1,142,142,20
level_73.txt,1,156,156,21
level_74.txt,1,127,127,18
level_75.txt,0,21,133,45
level_76.txt,0,66,142,45
level_77.txt,0,71,129,45
level_78.txt,1,141,141,19
level_79.txt,0,49,134,45
level_80.txt,1,141,141,23
level_81.txt,1,136,136,21
level_82.txt,1,134,134,20
level_83.txt,1,140,140,21
level_84.txt,1,135,135,20
level_85.txt,1,128,128,21
level_86.txt,1,125,125,21
level_87.txt,0,16,135,45
level_88.txt,1,148,148,22
level_89.txt,1,113,113,17
level_90.txt,1,137,137,20
level_91.txt,1,138,138,19
level_92.txt,1,143,143,20
level_93.txt,0,69,201,8
level_94.txt,0,65,124,10
level_95.txt,1,134,134,20
level_96.txt,1,147,147,21
level_97.txt,0,96,126,45
level_98.txt,0,49,146,27
level_99.txt,1,122,122,19
level_100.txt,1,127,127,20
level_101.txt,1,135,135,21
level_102.txt,1,144,144,20
level_103.txt,0,108,119,45
level_104.txt,1,136,136,19
level_105.txt,0,89,122,45
level_106.txt,0,107,131,45
level_107.txt,1,136,136,20
level_108.txt,1,138,138,20
level_109.txt,0,114,118,45
level_110.txt,1,130,130,19
level_111.txt,1,131,131,18
level_112.txt,1,143,143,20
level_113.txt,1,157,157,21
level_114.txt,1,112,112,17
level_115.txt,1,142,142,21
level_116.txt,0,61,165,45
level_117.txt,1,141,141,21
level_118.txt,0,68,121,45
level_119.txt,1,150,150,22
level_120.txt,1,142,142,22
level_121.txt,1,144,144,21
