name,result,reached,length,time
level_1,0,144,202,25
level_2,1,201,202,45
level_3,1,201,202,32
level_4,1,201,202,31
level_5,1,201,202,36
level_6,0,151,202,33
level_7,0,189,202,27
level_8,1,201,202,43
level_9,1,201,202,45
level_10,1,201,202,28
level_11,1,201,202,45
level_12,1,201,202,42
level_13,1,201,202,41
level_14,0,159,202,31
level_15,1,201,202,29
level_16,1,201,202,20
level_17,1,201,202,35
level_18,1,201,202,44
level_19,1,201,202,35
level_20,1,201,202,37
level_21,0,110,202,41
level_22,0,165,202,20
level_23,1,201,202,39
level_24,1,201,202,36
level_25,1,201,202,38
level_26,1,201,202,43
level_27,1,201,202,35
level_28,1,201,202,34
level_29,1,201,202,31
level_30,1,201,202,41
level_31,1,201,202,21
level_32,1,201,202,28
level_33,0,164,202,29
level_34,1,201,202,43
level_35,1,201,202,26
level_36,1,201,202,22
level_37,1,201,202,22
level_38,1,201,202,25
level_39,1,201,202,29
level_40,1,201,202,36
level_41,1,201,202,29
level_42,1,201,202,29
level_43,1,201,202,35
level_44,1,201,202,32
level_45,1,201,202,33
level_46,1,201,202,40
level_47,0,137,202,36
level_48,1,201,202,43
level_49,1,201,202,45
level_50,1,201,202,41
level_51,1,201,202,41
level_52,0,102,202,43
level_53,0,165,202,30
level_54,1,201,202,39
level_55,1,201,202,24
level_56,1,201,202,29
level_57,1,201,202,41
level_58,0,195,202,31
level_59,0,111,202,22
level_60,1,201,202,31
level_61,1,201,202,26
level_62,1,201,202,40
level_63,1,201,202,24
level_64,1,201,202,36
level_65,0,163,202,45
level_66,0,135,202,24
level_67,1,201,202,33
level_68,1,201,202,31
level_69,1,201,202,28
level_70,1,201,202,21
level_71,1,201,202,41
level_72,1,201,202,42
level_73,1,201,202,37
level_74,1,201,202,40
level_75,1,201,202,38
level_76,0,188,202,22
level_77,1,201,202,22
level_78,1,201,202,21
level_79,1,201,202,36
level_80,1,201,202,42
level_81,1,201,202,35
level_82,1,201,202,30
level_83,1,201,202,22
level_84,1,201,202,45
level_85,1,201,202,25
level_86,1,201,202,44
level_87,1,201,202,37
level_88,0,102,202,27
level_89,1,201,202,27
level_90,1,201,202,25
level_91,1,201,202,25
level_92,0,164,202,36
level_93,1,201,202,21
level_94,1,201,202,21
level_95,1,201,202,36
level_96,1,201,202,23
level_97,1,201,202,33
level_98,1,201,202,45
level_99,0,191,202,23
level_100,1,201,202,22
level_101,1,201,202,38
level_102,1,201,202,29
level_103,1,201,202,32
level_104,1,201,202,25
level_105,0,116,202,23
level_106,1,201,202,33
level_107,1,201,202,35
level_108,1,201,202,39
level_109,1,201,202,37
