line_distance,leniency,result
2.2028985507246377,11.5,0
2.4761904761904763,14.5,1
2.642857142857143,12.9,1
1.8666666666666667,5.0,1
3.283582089552239,20.5,1
2.711864406779661,17.9,1
2.5,17.833333333333332,1
2.123076923076923,18.333333333333336,1
2.435483870967742,7.0,1
2.2448979591836733,14.5,1
2.125,14.642857142857142,1
3.628571428571429,15.5,1
2.7169811320754715,11.166666666666666,0
2.0847457627118646,6.75,1
2.3859649122807016,10.5,1
2.890625,10.5,1
2.09375,14.0,0
2.1944444444444446,11.833333333333332,1
2.63768115942029,20.166666666666668,0
2.309090909090909,21.9,0
3.1323529411764706,20.83333333333333,0
2.7058823529411766,11.5,1
2.9452054794520546,19.166666666666664,0
3.1549295774647885,28.0,1
1.819672131147541,16.1,1
2.169491525423729,13.5,1
1.8387096774193548,15.3,1
2.857142857142857,12.9,1
2.958333333333333,9.0,1
2.2794117647058822,18.0,1
2.5737704918032787,26.333333333333336,1
2.493333333333333,17.833333333333332,1
2.2063492063492065,12.0,1
2.537037037037037,13.75,1
2.6049382716049383,6.5,0
2.0416666666666665,16.3,1
4.066666666666666,69.0,1
3.029850746268657,13.166666666666668,0
2.833333333333333,14.5,1
2.9672131147540983,11.5,1
2.636363636363636,22.0,0
2.326923076923077,8.5,1
2.9166666666666665,13.5,1
2.5384615384615383,30.0,1
2.859154929577465,14.0,1
2.8135593220338984,8.5,1
2.203125,15.25,1
2.2295081967213117,12.0,1
2.625,9.5,0
2.935483870967742,15.0,1
2.467741935483871,15.5,0
3.515151515151515,14.5,1
4.303030303030303,22.0,1
2.065573770491804,10.0,0
3.305084745762712,13.5,1
3.111111111111111,12.5,1
2.323529411764706,10.833333333333332,0
3.107692307692308,12.5,1
2.4363636363636365,18.5,1
2.293333333333333,14.0,1
2.2777777777777777,11.5,1
2.6666666666666665,15.1,1
2.575,14.166666666666668,1
2.125,17.25,1
2.514705882352941,7.5,1
3.649122807017544,21.0,1
2.744186046511628,9.5,1
2.125,19.92857142857143,0
2.8181818181818183,12.5,1
2.4545454545454546,14.5,0
2.3114754098360657,14.1,0
4.072727272727272,12.5,1
2.1587301587301586,9.9,1
2.3666666666666667,13.0,1
2.5,18.75,1
4.030769230769231,14.5,1
2.0,15.5,0
1.9285714285714288,13.9,0
2.5588235294117645,10.0,1
2.333333333333333,7.5,1
2.169811320754717,19.5,1
2.5689655172413794,19.25,1
2.351851851851852,17.0,1
2.155172413793104,23.7,1
2.5342465753424657,12.5,1
2.591549295774648,14.7,1
2.862068965517241,8.5,1
1.896551724137931,17.0,0
4.313432835820896,15.166666666666668,1
2.78,11.25,1
3.064516129032258,15.0,0
2.2054794520547945,8.5,1
2.458333333333333,23.0,0
2.467741935483871,11.0,1
2.3285714285714287,15.75,1
2.63768115942029,21.83333333333333,1
2.533333333333333,20.0,1
2.3058823529411763,13.07142857142857,1
2.333333333333333,15.5,1
2.7142857142857144,16.3,1
2.3466666666666667,12.5,1
2.560606060606061,10.5,1
2.380952380952381,19.833333333333336,1
2.523809523809524,12.833333333333334,1
2.6956521739130435,12.5,1
3.4516129032258065,12.0,1
1.943661971830986,7.642857142857142,0
2.435483870967742,19.5,1
2.3548387096774195,19.0,1
3.4857142857142858,11.833333333333334,1
2.5,20.0,0
2.074626865671642,14.166666666666664,1
2.567164179104477,10.0,1
2.677419354838709,14.0,1
2.032258064516129,8.0,0
2.309090909090909,20.0,1
2.6984126984126986,9.0,1
2.054054054054054,14.75,1
2.573529411764706,10.166666666666668,0
2.333333333333333,18.785714285714285,1
2.295081967213114,13.75,0
2.712328767123288,21.944444444444443,1
2.8714285714285714,9.5,1
2.539473684210526,14.5,1
4.615384615384615,12.0,1
2.6440677966101696,17.25,1
2.984848484848485,12.166666666666668,1
2.231707317073171,6.75,0
2.4078947368421053,10.5,1
3.272727272727273,14.833333333333332,1
2.193548387096774,15.333333333333332,0
2.092592592592593,15.166666666666668,1
2.5846153846153848,15.0,1
3.1724137931034484,15.5,1
2.2,10.3,1
1.9753086419753083,11.25,1
2.417910447761194,11.5,1
2.640625,12.5,1
3.014084507042253,17.25,1
2.2419354838709675,4.5,1
3.9,19.5,1
2.5294117647058822,19.5,1
3.378787878787879,10.0,1
2.567164179104477,10.75,1
2.164179104477612,17.0,1
2.027027027027027,22.357142857142858,1
2.4166666666666665,9.25,1
2.5974025974025974,17.9,1
2.5789473684210527,20.3,0
4.079365079365079,9.5,1
2.185714285714285,12.166666666666668,1
2.4545454545454546,15.875,0
2.4782608695652173,13.5,1
2.254237288135593,17.3,1
1.985074626865672,13.7,1
2.8253968253968256,18.25,1
2.606060606060606,17.25,1
2.3230769230769237,18.25,1
2.628205128205128,13.0,0
3.175675675675676,11.0,1
2.1904761904761907,16.166666666666664,0
2.75,11.166666666666664,1
3.109375,14.5,1
2.2884615384615383,8.5,1
3.507936507936508,17.5,1
4.3088235294117645,9.0,1
3.3714285714285714,17.0,1
