line_distance,leniency,result
3.6052631578947367,22.5,0
2.909090909090909,10.75,0
3.2954545454545454,8.0,1
3.888888888888889,9.0,1
4.475,21.5,1
2.5283018867924527,10.0,1
1.9310344827586208,10.5,1
2.14,15.166666666666668,1
2.696969696969697,11.5,0
2.756097560975609,14.5,1
2.9272727272727272,8.9,0
2.8679245283018866,7.166666666666668,1
2.3,10.5,1
3.4444444444444446,11.5,0
2.275,13.166666666666668,1
3.5,23.5,1
3.0217391304347827,17.25,1
2.109090909090909,19.5,1
1.76,13.3,0
2.6545454545454548,17.5,1
2.5090909090909093,9.7,1
2.7906976744186047,14.5,1
3.297872340425532,9.5,1
2.936170212765957,24.5,1
2.1794871794871797,5.0,1
6.512820512820513,9.0,0
3.934782608695652,8.5,1
2.333333333333333,9.5,1
4.54054054054054,12.5,1
3.5806451612903225,7.5,0
3.1944444444444446,1.0,1
2.4693877551020407,54.0,0
2.574468085106383,3.5,1
2.5625,4.0,0
4.289473684210527,15.5,0
3.674418604651162,14.166666666666668,1
3.4857142857142858,13.5,1
3.583333333333333,6.0,1
2.771428571428572,38.0,0
4.285714285714286,8.5,0
2.3157894736842106,10.5,1
5.794871794871795,18.5,0
6.702127659574468,11.0,0
3.941176470588236,11.5,1
2.586206896551724,9.5,1
4.384615384615385,8.5,1
2.163636363636364,14.0,1
2.369565217391304,10.0,1
2.489795918367347,8.75,0
2.232558139534884,11.0,1
2.066666666666667,29.0,0
2.8095238095238093,16.0,1
3.3548387096774195,7.0,1
4.047619047619048,11.833333333333334,0
3.2285714285714286,7.0,1
4.15,0.0,1
4.194444444444445,10.833333333333332,1
3.365853658536585,14.166666666666668,0
2.627450980392157,17.7,0
2.5531914893617023,4.166666666666667,1
3.127659574468085,12.666666666666668,1
2.565217391304348,8.5,1
2.6122448979591835,14.25,0
3.025,8.75,1
2.3260869565217392,18.75,0
2.272727272727273,9.25,1
2.7555555555555555,12.75,1
2.6,20.1,0
6.647058823529412,3.0,1
4.74468085106383,8.5,0
3.4318181818181817,13.166666666666668,1
2.641025641025641,14.5,1
3.72,10.0,1
3.4,8.166666666666666,0
2.8947368421052637,-3.0,1
2.2564102564102564,18.5,1
2.697674418604651,9.5,0
3.292682926829268,28.166666666666668,0
7.935483870967742,8.0,0
3.2115384615384617,10.25,0
4.384615384615385,6.0,1
2.9,3.5,1
1.588235294117647,7.0,1
2.973684210526316,5.5,1
4.1,8.0,0
3.6052631578947367,13.9,1
4.191489361702128,11.5,1
2.912280701754386,9.3,0
2.5106382978723403,7.166666666666668,1
2.3,12.166666666666666,1
3.8541666666666665,22.0,1
3.3076923076923075,3.5,0
2.9069767441860463,12.5,1
6.344827586206897,9.5,0
2.414634146341464,6.333333333333333,0
3.861111111111111,7.0,1
3.682926829268293,70.5,1
2.608695652173913,4.7,0
2.3421052631578947,12.666666666666668,1
2.0,12.0,1
2.875,20.833333333333336,0
3.58974358974359,9.5,0
3.032258064516129,15.0,1
2.1707317073170733,11.0,1
2.6666666666666665,17.0,0
3.0,5.5,1
2.8461538461538463,11.0,1
2.40625,11.5,1
2.5135135135135136,5.75,1
3.7,4.0,1
6.6875,10.0,1
4.230769230769231,0.0,1
2.5476190476190474,11.0,1
3.076923076923077,9.9,1
3.15,38.5,1
2.92,13.166666666666666,0
2.108695652173913,14.166666666666664,1
3.9375,12.5,0
2.571428571428572,7.0,1
2.3653846153846154,12.1,1
2.369565217391304,8.0,0
3.9,9.5,0
2.65,12.5,1
5.435897435897436,6.0,0
2.875,17.166666666666664,1
4.7,5.5,0
5.75,7.5,1
2.3846153846153846,17.166666666666664,1
2.6,6.5,1
1.972972972972973,4.7,0
1.8333333333333333,16.25,1
5.584905660377358,7.5,0
2.682926829268293,6.0,1
2.8095238095238093,13.0,0
6.166666666666667,3.5,0
4.463414634146342,4.0,1
2.78125,7.0,1
2.055555555555556,14.1,0
2.9761904761904763,17.166666666666668,1
4.576923076923077,8.5,1
2.938775510204082,1.5,0
3.020833333333333,9.0,0
4.682926829268292,4.0,0
2.7142857142857144,4.75,1
3.268292682926829,14.0,0
5.926829268292683,14.0,0
4.104166666666667,4.5,0
4.275862068965517,7.5,1
4.575,6.5,0
2.411764705882353,12.3,1
4.511111111111111,5.5,1
4.9298245614035086,17.9,0
3.090909090909091,8.9,1
3.75,12.0,1
2.0,14.5,0
2.74468085106383,16.0,1
2.8378378378378377,8.5,0
2.9473684210526314,2.5,0
2.4782608695652173,16.5,1
2.106382978723404,17.0,1
5.318181818181818,7.0,1
2.4130434782608696,13.666666666666668,1
3.4081632653061225,8.5,0
3.054054054054054,21.5,1
2.1463414634146343,44.5,1
5.280701754385965,10.5,0
2.2,18.5,0
4.896551724137931,3.0,0
2.4081632653061225,9.5,1
3.0,0.0,0
2.925,10.5,1
4.2105263157894735,20.5,0
4.6875,26.83333333333333,1
2.6666666666666665,9.25,0
6.609756097560975,13.5,1
3.34,6.0,0
3.090909090909091,14.5,1
4.204545454545454,4.0,1
9.076923076923077,6.5,0
4.128205128205129,5.0,1
2.6923076923076925,10.0,1
2.475,9.0,1
2.282608695652174,20.5,1
2.473684210526316,15.0,1
2.606060606060606,11.5,1
3.066666666666667,15.5,0
4.551020408163265,34.5,1
5.717948717948718,7.0,0
2.5945945945945947,18.5,1
3.8333333333333335,15.0,1
2.4047619047619047,12.166666666666666,1
4.829268292682927,3.5,1
3.020408163265306,14.833333333333332,1
3.3,10.5,1
2.659090909090909,12.0,1
4.148936170212766,23.83333333333333,1
3.108108108108108,12.5,1
2.4871794871794872,13.75,1
4.680851063829787,15.0,0
2.7045454545454546,7.25,1
3.261904761904762,10.0,0
4.631578947368421,16.5,0
3.644444444444445,19.0,0
2.325,6.5,1
2.607843137254902,6.833333333333332,1
4.542857142857143,12.5,1
2.96,4.5,1
2.847826086956522,8.5,1
4.630434782608695,2.0,0
3.84,7.5,1
2.3846153846153846,8.5,1
5.307692307692308,8.0,1
3.934782608695652,12.5,1
3.6875,5.0,0
2.326530612244898,20.1,0
3.342857142857143,12.5,0
3.736842105263158,5.5,1
2.4473684210526314,15.5,0
2.7222222222222223,3.5,1
2.7674418604651163,12.5,0
2.4390243902439024,5.0,1
2.1627906976744184,14.25,1
5.785714285714286,9.0,0
1.947368421052632,9.5,1
2.6,11.166666666666668,1
1.8611111111111112,11.5,1
3.4878048780487805,79.5,0
1.9285714285714288,7.833333333333332,1
2.6666666666666665,15.5,1
2.066666666666667,12.833333333333332,1
4.1891891891891895,11.0,0
4.372093023255814,12.5,0
4.590909090909091,6.5,0
3.6216216216216215,7.5,1
2.225,9.0,1
2.5384615384615383,12.5,1
2.4,14.5,0
2.176470588235294,24.7,1
4.633333333333334,6.0,0
2.0930232558139537,11.5,1
1.7692307692307692,14.5,0
3.1333333333333333,9.833333333333334,0
3.48,9.5,1
3.823529411764706,8.0,1
2.069767441860465,11.5,1
4.25,11.833333333333332,0
4.114285714285714,4.0,1
3.0851063829787235,12.61111111111111,0
4.27027027027027,56.5,1
4.309523809523809,8.0,1
2.261904761904762,8.166666666666668,1
5.03125,6.0,1
3.054054054054054,13.7,0
1.976744186046512,16.833333333333336,1
4.173913043478261,11.5,0
3.0943396226415096,6.0,1
2.647058823529412,8.0,0
3.04,6.5,0
3.5510204081632653,4.5,1
3.951219512195122,11.0,0
4.511111111111111,16.833333333333332,0
4.175,7.5,1
2.888888888888889,28.0,0
2.8285714285714287,5.0,0
2.8947368421052637,4.5,0
3.647058823529412,10.7,1
2.0232558139534884,4.0,0
4.547619047619048,14.5,1
4.088235294117647,1.0,1
2.65,30.5,1
4.678571428571429,11.0,1
2.5675675675675675,12.5,1
2.395348837209302,10.75,1
4.888888888888889,4.5,1
3.7358490566037736,8.0,1
2.435897435897436,99.5,0
2.7058823529411766,8.5,1
3.135135135135135,5.5,1
2.409090909090909,4.5,1
2.2857142857142856,10.0,0
2.7555555555555555,5.5,0
3.5869565217391304,20.5,1
3.203703703703704,15.166666666666668,0
3.774193548387097,8.5,0
3.4761904761904763,11.0,1
3.1333333333333333,6.5,1
2.833333333333333,11.0,1
3.1,15.0,1
5.652173913043479,6.5,1
3.3404255319148937,12.25,1
3.022727272727273,0.0,1
2.40625,5.0,1
3.076923076923077,12.5,1
2.657142857142857,9.5,1
2.5434782608695654,9.0,1
1.7027027027027026,10.0,0
2.275,16.0,1
3.2666666666666666,8.5,0
4.891891891891892,11.0,1
7.212121212121212,3.5,0
1.5365853658536586,13.833333333333332,1
3.225,13.5,1
3.0727272727272728,10.0,0
3.04,7.5,0
2.421052631578948,7.5,1
3.25,16.75,0
2.78,10.5,1
3.764705882352941,18.833333333333336,1
3.4864864864864864,8.5,1
3.361111111111111,23.0,0
3.32,22.0,1
2.1923076923076925,25.9,0
4.131578947368421,5.0,1
2.4047619047619047,12.5,1
3.72093023255814,20.833333333333336,1
3.2,11.5,1
2.3846153846153846,14.5,1
3.022727272727273,12.5,1
3.4642857142857144,11.5,1
2.155172413793104,7.5,1
2.607843137254902,12.833333333333332,1
3.978260869565217,8.0,1
2.4444444444444446,10.25,1
3.4705882352941178,8.0,1
4.72972972972973,11.5,1
1.6888888888888889,17.1,0
3.463414634146341,9.5,0
