line_distance,leniency,result
2.552941176470588,19.5,0.0
2.5052631578947366,13.0,1.0
2.4408602150537635,16.5,1.0
2.705263157894737,19.5,1.0
2.5428571428571427,7.0,0.0
2.966292134831461,23.5,1.0
2.6666666666666665,10.0,1.0
2.5,10.0,0.0
2.758241758241758,20.0,0.0
2.617021276595745,13.5,0.0
2.177083333333333,15.5,1.0
2.5698924731182795,18.5,1.0
2.885057471264368,17.0,1.0
2.9186046511627906,15.5,0.0
2.4823529411764707,10.5,0.0
2.539325842696629,19.0,1.0
2.721518987341772,13.0,0.0
2.7111111111111112,19.5,1.0
2.4827586206896552,7.0,0.0
2.6823529411764704,18.0,0.0
2.574468085106383,20.5,1.0
2.8987341772151898,25.5,0.0
2.386363636363636,15.5,1.0
2.111111111111111,10.0,0.0
2.662921348314607,15.5,1.0
2.78494623655914,17.0,0.0
2.8,18.5,1.0
2.8404255319148937,24.0,0.0
2.5865384615384617,15.5,1.0
2.38,12.5,1.0
2.76,15.0,0.0
2.6853932584269664,18.0,0.0
2.4047619047619047,11.5,0.0
2.1704545454545454,7.5,0.0
3.0,21.5,0.0
2.35632183908046,8.0,0.0
2.63953488372093,14.5,1.0
2.449438202247191,6.0,0.0
2.863157894736842,8.0,1.0
2.71,18.5,1.0
2.869047619047619,14.5,1.0
2.6144578313253013,17.0,0.0
2.8375,15.5,0.0
2.718446601941748,15.0,0.0
2.690265486725664,13.5,0.0
2.4791666666666665,9.5,0.0
2.7721518987341773,20.5,0.0
2.7196261682242997,19.0,0.0
2.2815533980582523,11.0,0.0
2.71875,15.0,0.0
2.75,15.5,1.0
2.71264367816092,14.0,0.0
2.5157894736842104,14.5,0.0
2.641304347826087,15.0,1.0
2.354430379746836,9.5,1.0
2.6979166666666665,18.5,0.0
2.9186046511627906,25.5,1.0
2.494949494949495,18.0,0.0
2.938271604938272,17.0,0.0
2.389610389610389,15.0,0.0
2.752808988764045,18.5,0.0
2.8372093023255816,15.5,0.0
2.7127659574468086,20.0,0.0
2.6021505376344085,13.5,0.0
2.7865168539325844,15.0,0.0
2.631578947368421,19.0,1.0
2.646464646464646,16.5,1.0
2.347368421052632,10.5,0.0
2.857142857142857,15.5,1.0
