line_distance,leniency,result
2.207792207792208,19.5,0
3.0259740259740258,7.0,1
3.191780821917808,15.5,1
2.9078947368421053,7.166666666666668,1
3.8333333333333335,11.0,1
2.463414634146341,20.0,1
2.6794871794871797,16.5,1
3.0277777777777777,20.5,1
4.864197530864198,13.5,1
2.392857142857143,9.3,1
3.757142857142857,13.0,1
4.166666666666667,9.0,1
2.593220338983051,19.166666666666668,0
3.259259259259259,16.833333333333332,1
5.898876404494382,22.0,1
2.363636363636364,13.642857142857142,1
2.567901234567901,19.166666666666664,0
3.3908045977011496,7.5,1
4.441558441558442,14.0,0
2.295081967213114,19.333333333333336,0
2.116883116883117,24.83333333333333,0
3.5454545454545454,17.5,1
3.3125,13.9,0
2.6,22.0,1
2.9574468085106385,18.5,1
3.037037037037037,19.5,1
2.465909090909091,17.0,1
2.340909090909091,10.5,1
2.3548387096774195,11.833333333333332,1
3.1159420289855078,11.0,1
2.415584415584416,37.5,1
2.5974025974025974,20.5,1
5.21,8.0,1
5.380434782608695,11.5,1
4.819277108433735,5.5,0
3.0,10.0,1
2.4477611940298507,16.0,1
4.835616438356165,6.0,0
3.3684210526315788,9.0,1
2.3380281690140845,15.25,1
4.740259740259741,18.0,0
3.1666666666666665,14.5,1
3.8333333333333335,18.5,1
1.9420289855072463,19.5,1
2.239583333333333,14.642857142857142,1
4.1395348837209305,15.5,1
3.95945945945946,15.166666666666668,1
2.4705882352941178,14.785714285714285,1
2.136986301369863,12.5,0
2.6142857142857143,11.5,1
2.072289156626506,15.833333333333332,0
2.911764705882353,16.3,1
2.607594936708861,8.0,1
2.176470588235294,16.166666666666668,0
2.702702702702702,17.0,1
5.1645569620253164,13.0,1
4.7023809523809526,15.833333333333332,0
3.1777777777777776,7.5,1
2.716216216216216,8.9,1
2.768292682926829,6.1,1
5.493150684931507,8.5,1
4.461538461538462,16.5,1
2.078125,23.5,1
7.1645569620253164,10.5,1
3.6575342465753424,160.5,1
3.4074074074074074,20.0,1
2.6842105263157894,21.7,1
4.756756756756757,14.0,0
2.3908045977011496,15.0,1
