line_distance,leniency,result
3.117647058823529,48.5,1
4.469387755102041,11.75,0
2.936170212765957,20.0,1
2.5306122448979598,13.166666666666668,1
2.7777777777777777,7.5,1
2.026315789473684,8.166666666666666,0
3.057142857142857,17.166666666666664,1
2.1538461538461537,6.0,1
3.1538461538461537,6.5,1
4.472222222222222,7.0,0
2.8684210526315788,20.5,0
2.3260869565217392,24.5,1
5.230769230769231,4.5,0
2.9245283018867925,2.5,1
3.533333333333333,14.5,1
2.8378378378378377,11.0,1
2.2549019607843137,15.166666666666664,1
2.810810810810811,22.166666666666664,1
3.4444444444444446,15.833333333333336,0
4.918367346938775,5.166666666666668,0
2.4318181818181817,20.833333333333336,1
3.3548387096774195,6.5,0
2.12280701754386,13.7,0
2.511111111111111,2.0,1
2.742857142857143,4.166666666666667,0
2.0,10.5,1
3.0,8.0,1
5.705882352941177,8.5,1
1.875,8.5,1
1.4444444444444444,8.0,1
1.9,10.75,1
4.0285714285714285,4.5,1
2.951219512195122,7.5,1
4.2631578947368425,-5.0,0
2.3870967741935485,6.5,1
2.6739130434782608,15.92857142857143,0
2.0,7.166666666666666,1
5.137931034482759,11.5,1
3.942857142857143,8.5,1
4.727272727272728,4.0,1
3.333333333333333,4.5,1
5.928571428571429,3.0,1
2.4857142857142858,11.0,1
3.2758620689655173,4.0,0
1.7457627118644068,12.681818181818182,1
2.723404255319149,13.125,1
2.0588235294117645,7.5,1
2.833333333333333,7.25,1
3.048780487804878,7.833333333333334,1
2.8292682926829267,0.0,0
2.0,5.0,1
3.7142857142857135,2.5,0
2.511627906976744,15.3,0
3.0232558139534884,32.5,1
3.083333333333333,12.0,1
2.711864406779661,10.0,0
4.34375,3.0,0
6.172413793103448,6.0,0
5.596491228070176,5.0,1
2.3461538461538463,13.166666666666664,0
3.355555555555556,14.25,1
2.4489795918367347,9.0,1
3.2641509433962264,10.9,1
2.305555555555556,12.0,0
2.6,4.5,0
2.90625,5.5,1
3.357142857142857,15.5,1
3.6226415094339615,4.5,0
2.4318181818181817,7.0,1
1.88135593220339,19.166666666666664,1
3.4375,23.5,0
2.8974358974358974,10.0,0
5.766666666666667,9.0,0
2.902439024390244,9.166666666666668,0
5.97872340425532,2.5,0
3.3666666666666667,4.5,0
4.5,4.0,1
1.7878787878787878,5.166666666666667,1
2.4489795918367347,15.166666666666664,0
2.761904761904762,8.1,1
2.333333333333333,12.166666666666666,1
8.382352941176471,6.0,0
4.088888888888889,8.166666666666668,1
4.828571428571428,8.0,0
3.4642857142857144,6.833333333333332,1
3.0444444444444443,8.5,1
2.463414634146341,26.5,1
4.75,3.0,1
1.9310344827586208,17.0,1
2.775,8.5,1
2.025,15.5,1
3.911764705882353,4.0,1
4.71875,1.0,0
3.636363636363636,22.0,0
2.142857142857143,6.75,1
2.261904761904762,5.833333333333332,1
2.727272727272727,21.5,1
2.574468085106383,17.214285714285715,1
1.675,12.75,0
3.425,5.5,0
1.9090909090909087,17.833333333333332,1
3.0638297872340425,4.0,1
2.739130434782609,15.0,1
2.1842105263157894,10.166666666666668,1
3.358974358974359,5.5,0
2.571428571428572,10.166666666666668,1
2.1842105263157894,5.5,1
4.129032258064516,11.5,0
1.375,9.5,1
2.148936170212766,8.166666666666668,0
2.730769230769231,2.5,1
4.342857142857143,5.5,1
3.025,6.5,0
2.257142857142857,17.5,1
4.439024390243903,4.0,0
5.225,12.5,0
2.27027027027027,3.833333333333334,1
2.6666666666666665,1.0,1
2.2790697674418605,9.3,0
2.972972972972973,11.5,1
2.7045454545454546,3.0,1
2.294117647058824,7.5,1
4.371428571428571,3.0,0
3.7804878048780486,4.5,1
2.9166666666666665,10.0,0
2.0,12.0,0
2.3076923076923075,2.5,1
3.717391304347826,12.5,1
3.128205128205128,6.5,0
2.833333333333333,12.5,0
3.391304347826087,11.5,1
3.357142857142857,6.0,0
1.9318181818181817,5.5,1
5.311111111111111,3.5,0
3.2954545454545454,4.5,1
2.588235294117647,3.5,1
6.033333333333333,26.5,0
6.2,4.0,0
3.5588235294117645,2.5,0
2.2830188679245285,6.5,0
4.766666666666667,13.166666666666668,0
3.145833333333333,8.1,0
2.7586206896551726,5.0,1
3.183673469387755,6.9,0
2.764705882352941,9.0,1
1.8909090909090909,12.166666666666668,0
2.4516129032258065,18.0,0
3.023809523809524,5.0,1
2.5,24.5,1
3.55,4.0,0
2.060606060606061,4.5,1
3.0,8.5,1
5.333333333333333,10.0,0
3.864864864864865,7.5,1
6.676470588235294,-1.0,0
3.767441860465116,5.5,1
3.633333333333333,8.0,0
3.069767441860465,4.25,1
3.051282051282051,10.5,1
5.511627906976744,6.5,0
2.276595744680851,12.833333333333332,1
1.85,22.166666666666664,1
7.833333333333333,4.0,0
1.65,7.0,1
7.608695652173913,9.0,0
1.9583333333333333,14.0,1
2.173076923076923,8.833333333333332,0
5.538461538461538,6.0,1
4.428571428571429,11.166666666666668,0
2.272727272727273,12.5,0
1.9782608695652173,9.9,0
3.0232558139534884,32.5,1
2.583333333333333,7.166666666666666,0
2.0,15.7,1
4.044444444444444,25.5,1
2.1794871794871797,10.166666666666668,1
4.232558139534884,7.5,1
2.6666666666666665,32.0,0
3.755555555555556,7.5,1
4.789473684210527,3.5,0
2.8363636363636364,17.5,1
4.170731707317073,4.5,1
2.3181818181818183,2.0,1
3.0,6.5,0
2.441860465116279,8.0,1
3.592592592592593,16.5,0
7.666666666666667,4.0,0
3.634146341463415,12.5,1
2.458333333333333,14.5,0
2.86046511627907,2.0,1
4.2,5.0,1
3.9722222222222223,2.5,0
1.7560975609756098,8.0,1
3.972972972972973,1.0,1
2.8421052631578947,15.0,1
2.607142857142857,10.0,1
5.02,8.5,0
2.113636363636364,5.5,1
4.171428571428572,7.5,0
3.5531914893617023,5.5,0
1.962962962962963,8.5,0
4.375,17.5,1
4.75,8.5,0
2.769230769230769,4.833333333333334,1
6.283018867924528,19.0,0
4.081081081081081,5.5,0
4.142857142857143,13.0,0
2.5,11.5,1
5.541666666666667,2.5,0
4.446808510638298,12.5,0
2.35,8.5,1
1.94,7.5,1
2.431034482758621,15.25,0
2.525,20.5,1
2.595238095238096,9.166666666666668,1
3.740740740740741,9.0,1
2.4814814814814814,10.166666666666668,1
2.526315789473684,13.166666666666666,1
3.4411764705882355,3.166666666666667,0
2.4489795918367347,5.833333333333334,1
3.631578947368421,18.5,0
3.3846153846153846,3.5,1
2.2363636363636363,27.83333333333333,0
2.66,5.5,1
2.275,11.7,1
5.846153846153846,11.5,0
2.8461538461538463,10.0,0
4.379310344827586,16.5,0
3.7,8.0,1
2.6,9.357142857142858,0
4.388888888888889,8.0,0
2.58,8.38888888888889,1
2.422222222222222,16.5,1
1.7936507936507935,18.642857142857142,1
5.35,0.0,1
5.2727272727272725,5.0,0
3.533333333333333,13.75,1
5.216216216216216,6.0,0
2.2,2.833333333333333,1
2.034482758620689,5.5,1
2.088888888888889,10.25,0
4.083333333333333,10.5,0
3.2195121951219514,5.0,0
4.313725490196078,5.5,0
3.340909090909091,8.3,1
8.37037037037037,4.5,0
2.566666666666667,9.5,1
3.3617021276595747,10.5,0
2.4516129032258065,12.5,1
3.023809523809524,6.5,1
4.34375,6.5,1
2.1320754716981134,9.833333333333334,0
2.811320754716981,7.125,0
4.5,7.5,1
2.4782608695652173,12.666666666666666,0
2.176470588235294,15.25,0
2.129032258064516,6.5,1
3.4285714285714284,6.0,0
3.0,10.5,0
7.0606060606060606,1.0,0
2.0294117647058822,10.5,1
1.793103448275862,6.5,1
4.970588235294118,2.5,0
2.1578947368421053,12.5,1
2.4444444444444446,13.7,1
3.5789473684210527,35.5,1
2.5428571428571427,7.0,1
4.9375,8.5,1
6.680851063829787,5.0,1
2.097560975609756,15.0,1
3.911111111111111,5.0,0
4.095238095238095,11.5,0
2.804878048780488,11.5,1
2.4054054054054053,11.5,1
2.98,2.0,1
