line_distance,leniency,result
2.8411214953271027,10.5,1.0
2.046153846153846,17.833333333333332,0.0
2.292307692307692,18.9,1.0
2.958904109589041,14.5,0.0
2.6989247311827955,6.5,0.0
2.0476190476190474,14.25,1.0
1.9350649350649352,9.0,0.0
2.6375,20.166666666666664,1.0
2.3043478260869565,23.25,0.0
2.3,8.5,0.0
2.7857142857142856,14.5,0.0
2.7045454545454546,21.83333333333333,1.0
2.7564102564102564,23.5,1.0
2.4266666666666667,23.5,0.0
2.305555555555556,17.75,1.0
2.557142857142857,15.5,0.0
2.708333333333333,10.833333333333334,0.0
2.074626865671642,10.833333333333332,1.0
2.34375,17.833333333333332,1.0
2.740740740740741,17.5,1.0
2.2222222222222223,13.0,1.0
2.9775280898876404,12.833333333333334,1.0
2.023809523809524,15.5,1.0
2.903614457831325,10.5,0.0
2.625,14.5,1.0
2.627906976744186,17.5,1.0
3.0253164556962027,13.5,1.0
2.2666666666666666,8.0,0.0
2.289156626506024,14.5,1.0
2.182926829268293,9.833333333333334,1.0
2.96875,14.5,1.0
2.4204545454545454,10.0,1.0
2.7794117647058822,27.7,0.0
1.9871794871794872,13.5,0.0
1.927710843373494,14.25,1.0
2.5211267605633805,20.25,0.0
2.3854166666666665,9.333333333333334,1.0
2.287878787878788,13.25,1.0
2.6823529411764704,20.5,1.0
2.573529411764706,9.0,0.0
3.0508474576271185,20.0,0.0
2.413793103448276,7.5,0.0
2.430555555555556,6.833333333333334,1.0
2.4352941176470586,9.0,1.0
2.6,20.5,0.0
2.48936170212766,16.5,0.0
2.791044776119403,23.5,0.0
2.410958904109589,16.833333333333332,0.0
2.611111111111111,18.75,1.0
2.419354838709677,16.5,1.0
2.7674418604651163,9.0,0.0
2.463768115942029,20.75,1.0
2.6907216494845363,16.25,1.0
2.8028169014084505,14.0,0.0
2.712121212121212,18.5,0.0
2.403225806451613,17.1,0.0
2.2,8.5,1.0
2.0,10.833333333333334,1.0
2.8266666666666667,18.166666666666664,0.0
2.3026315789473686,15.25,1.0
2.257142857142857,19.166666666666664,0.0
2.422535211267605,17.5,0.0
2.2209302325581395,8.5,1.0
2.5,6.0,0.0
2.6,-0.5,0.0
2.5853658536585367,20.0,0.0
2.75531914893617,16.5,1.0
2.323529411764706,10.5,0.0
2.7906976744186047,10.5,0.0
2.3580246913580245,19.25,1.0
2.2098765432098766,15.166666666666664,1.0
2.257142857142857,10.5,0.0
2.707865168539326,7.25,0.0
2.388888888888889,11.5,0.0
2.8421052631578947,20.5,0.0
2.375,14.833333333333332,0.0
2.494117647058824,12.25,1.0
2.35,16.833333333333332,1.0
2.820224719101124,17.5,1.0
2.028985507246377,16.25,0.0
2.842857142857143,22.5,1.0
2.5595238095238093,11.5,0.0
2.0985915492957745,15.166666666666664,1.0
2.2238805970149254,15.833333333333332,0.0
2.8860759493670884,17.5,0.0
2.298245614035088,16.25,0.0
2.567901234567901,10.5,0.0
2.6341463414634148,8.5,0.0
2.4133333333333336,16.5,0.0
2.3780487804878048,17.5,1.0
2.4864864864864864,24.83333333333333,1.0
2.3411764705882354,21.5,0.0
2.5789473684210527,13.5,1.0
2.4266666666666667,18.5,1.0
2.4204545454545454,7.5,1.0
2.315068493150685,16.5,0.0
2.5657894736842106,19.25,0.0
2.55,9.0,0.0
2.338235294117647,18.25,1.0
2.6166666666666667,14.166666666666664,1.0
2.607142857142857,12.0,0.0
2.087719298245614,23.83333333333333,1.0
2.75,19.5,0.0
2.293333333333333,21.166666666666664,1.0
2.739130434782609,18.166666666666664,1.0
2.5816326530612246,17.833333333333332,1.0
2.7384615384615385,23.25,0.0
2.6901408450704225,32.7,1.0
2.5081967213114758,26.5,1.0
1.9733333333333332,9.25,1.0
2.2666666666666666,10.5,0.0
2.197183098591549,13.5,1.0
2.240506329113924,10.5,1.0
2.4571428571428573,17.9,1.0
2.5280898876404496,4.5,0.0
2.9220779220779223,18.0,1.0
2.6707317073170733,12.0,1.0
2.4069767441860463,13.5,1.0
2.7051282051282053,18.25,0.0
1.968253968253968,17.25,1.0
2.176470588235294,16.833333333333332,1.0
3.183908045977012,17.833333333333332,1.0
2.1159420289855078,23.5,0.0
2.631578947368421,17.5,1.0
2.395348837209302,13.833333333333334,1.0
2.333333333333333,11.25,1.0
3.0144927536231885,19.166666666666664,1.0
3.0123456790123457,19.5,1.0
2.1724137931034484,9.7,1.0
2.8613861386138613,18.0,1.0
2.3870967741935485,23.25,1.0
2.895833333333333,15.0,0.0
2.475,17.5,0.0
2.8493150684931505,21.83333333333333,1.0
2.5647058823529414,10.25,1.0
2.5,19.25,1.0
2.2238805970149254,20.5,0.0
2.6129032258064515,18.0,0.0
2.835443037974684,19.0,1.0
2.1012658227848102,14.0,0.0
2.378640776699029,11.5,0.0
2.459183673469388,19.5,0.0
2.5217391304347827,18.5,1.0
2.171052631578948,14.5,1.0
2.5428571428571427,13.75,1.0
2.511111111111111,8.5,1.0
2.689655172413793,18.5,0.0
2.4390243902439024,20.25,0.0
2.142857142857143,11.9,1.0
2.0,7.5,0.0
2.333333333333333,11.75,0.0
2.7341772151898733,13.5,1.0
2.367816091954023,10.833333333333334,1.0
2.805194805194805,15.166666666666664,1.0
2.532608695652174,18.5,1.0
2.4473684210526314,15.5,0.0
2.2222222222222223,11.5,1.0
2.4285714285714284,18.0,0.0
2.84,15.5,0.0
2.1875,8.833333333333334,0.0
2.3026315789473686,12.5,0.0
2.567901234567901,16.833333333333332,1.0
2.631578947368421,19.166666666666664,0.0
2.3220338983050848,18.166666666666664,0.0
2.642857142857143,19.1,1.0
2.367088607594937,0.0,0.0
2.203125,17.25,0.0
2.273684210526316,5.0,0.0
2.492957746478873,15.5,0.0
2.836734693877551,27.5,1.0
2.602564102564102,10.833333333333334,0.0
2.333333333333333,9.5,1.0
2.641304347826087,13.5,1.0
2.25,3.0,1.0
2.7261904761904763,16.5,1.0
2.55,15.5,0.0
2.617647058823529,24.75,0.0
2.7976190476190474,15.5,1.0
2.4342105263157894,21.7,1.0
2.629213483146068,11.833333333333334,0.0
2.246153846153846,13.5,1.0
2.0,18.25,1.0
2.8043478260869565,9.5,0.0
2.968421052631579,25.5,0.0
1.9285714285714288,16.833333333333332,1.0
2.986842105263158,7.0,0.0
2.253968253968254,24.9,1.0
2.739130434782609,9.0,1.0
2.5844155844155843,26.25,0.0
2.370967741935484,23.75,1.0
2.2755102040816326,11.5,1.0
3.1204819277108435,20.5,1.0
2.73728813559322,12.5,1.0
2.831168831168831,17.0,0.0
3.271844660194174,22.83333333333333,0.0
2.488888888888889,23.0,1.0
2.294117647058824,13.5,1.0
3.0,21.0,0.0
2.1058823529411765,10.0,1.0
2.6265060240963853,16.5,1.0
2.380952380952381,19.9,1.0
2.4302325581395348,25.0,1.0
2.7142857142857144,19.0,0.0
2.4285714285714284,13.5,0.0
2.575757575757576,13.0,1.0
2.855421686746988,13.5,1.0
2.513157894736842,13.5,1.0
2.7662337662337664,12.833333333333334,0.0
2.21875,15.833333333333332,0.0
2.3380281690140845,12.5,0.0
2.27710843373494,12.5,0.0
2.607594936708861,21.166666666666664,1.0
2.376470588235294,12.5,0.0
3.176470588235294,23.5,0.0
2.7362637362637363,22.5,1.0
2.333333333333333,16.9,0.0
2.1973684210526314,22.9,0.0
2.6,21.83333333333333,1.0
2.39344262295082,16.5,1.0
2.46875,16.1,1.0
2.681159420289855,17.5,1.0
2.259259259259259,7.5,0.0
2.647727272727273,9.5,0.0
2.617977528089888,9.5,0.0
2.477777777777778,14.833333333333334,0.0
2.897058823529412,15.0,0.0
2.3411764705882354,16.5,1.0
1.8695652173913044,15.833333333333332,0.0
2.4722222222222223,21.5,0.0
2.5876288659793816,22.5,1.0
2.452830188679245,13.5,0.0
2.243589743589744,13.7,1.0
2.029850746268657,21.5,1.0
2.7717391304347827,16.25,0.0
2.1791044776119404,16.5,0.0
2.3088235294117645,16.75,1.0
2.4461538461538463,20.9,1.0
2.782178217821782,12.5,1.0
2.4404761904761907,10.833333333333334,0.0
2.573529411764706,16.5,0.0
2.246376811594203,13.833333333333332,1.0
2.6020408163265305,16.0,1.0
2.6296296296296298,6.833333333333334,0.0
2.746268656716418,14.833333333333332,1.0
2.263888888888889,21.9,1.0
2.3181818181818183,16.7,1.0
2.430555555555556,18.25,1.0
2.4516129032258065,20.83333333333333,1.0
2.3835616438356166,10.833333333333334,0.0
2.7313432835820897,28.25,0.0
2.044117647058824,24.9,1.0
2.7872340425531914,14.5,0.0
2.0704225352112675,10.0,1.0
2.310344827586207,22.83333333333333,0.0
2.409638554216868,10.5,0.0
2.576923076923077,16.0,0.0
3.1219512195121952,21.5,0.0
2.359550561797753,17.5,1.0
2.556962025316456,24.25,1.0
2.757142857142857,19.5,0.0
2.805555555555556,16.0,0.0
2.7971014492753623,14.5,0.0
2.7906976744186047,15.5,0.0
2.3488372093023258,11.25,1.0
2.3846153846153846,11.0,1.0
2.3225806451612905,21.5,0.0
2.380281690140845,17.25,1.0
2.142857142857143,13.5,1.0
2.442857142857143,8.5,0.0
2.3466666666666667,18.166666666666664,1.0
2.557377049180328,8.0,0.0
2.3766233766233764,18.1,1.0
2.688311688311688,17.833333333333332,1.0
