time,leniency,linearity
0.10396814346313477,15.5,2.3055051421657593
0.21833395957946777,12.5,1.8264810294847413
0.1573936939239502,30.5,2.269704289879217
0.09703779220581055,15.0,1.917184067246155
0.22790765762329102,19.5,2.4808027327847753
0.18343114852905273,13.5,1.9015578538547562
0.1482524871826172,8.0,2.1520422569027615
0.1740572452545166,11.166666666666666,2.049128602587722
0.10510039329528809,15.0,2.2896506688799927
0.1836557388305664,21.0,2.5748593543757146
0.28951382637023926,17.5,2.0691756001627897
0.1910092830657959,20.0,2.303115348634552
0.11911559104919434,15.5,2.3312841137604137
0.17612862586975098,14.5,2.324780239340581
0.18716669082641602,10.5,1.9123656161135882
0.35425877571105957,18.5,2.6763111635838914
0.27783846855163574,25.0,2.559377921305346
7.40369725227356,12.0,3.83125
0.10768413543701172,12.5,2.0450146804488596
0.1847226619720459,25.25,2.164018823150867
0.20378518104553223,23.833333333333332,2.13352827833261
0.15392017364501953,13.25,2.3167722863260822
0.18505072593688965,7.0,1.7464182942869182
0.13506317138671875,25.5,2.4141560624249707
0.11555194854736328,8.166666666666668,2.2829666572819045
0.17241978645324707,15.5,2.0222605605304076
0.15570807456970215,17.5,1.9977652081744248
0.10804557800292969,20.1,2.1761741077177583
0.16074633598327637,12.25,1.9855478373622308
0.1732785701751709,13.0,2.533789411064842
0.32842469215393066,21.5,2.1244791666666663
0.10904884338378906,15.5,2.8502972494757763
0.17276549339294434,14.5,2.124334251606979
0.22539377212524414,10.5,2.1818826505372284
0.09302115440368652,15.0,1.972324719829582
0.15209507942199707,15.0,2.1931492372795267
0.10802316665649414,20.5,2.081369507803121
0.22307300567626953,20.5,2.985580536310334
13.213696241378784,9.0,3.0812145478812147
0.11703848838806152,20.5,2.316742081447963
0.13610529899597168,20.0,1.836227638603599
0.15027713775634766,18.0,1.9571988226076285
0.44852399826049805,6.5,2.32266218487395
0.09122252464294434,21.166666666666668,2.5454138940644127
0.13319039344787598,11.5,2.0837385004051674
0.2776525020599365,15.0,2.1239313333899887
0.23936128616333008,8.0,2.1951104318570165
0.19554758071899414,15.75,1.9490343337334926
0.31409740447998047,25.1,3.097935113713661
0.15421605110168457,14.833333333333334,2.3420672555937965
0.10801863670349121,12.833333333333332,1.9719663757390506
0.7013533115386963,25.5,1.9889155363872708
0.11058878898620605,17.5,2.326144562508199
0.14216947555541992,8.5,1.9253566696803766
0.21913671493530273,27.5,2.447010216346154
5.825594425201416,17.0,2.1138252199127954
0.15941357612609863,10.0,2.342550223214286
0.14792203903198242,6.5,2.5293983311374624
0.265575647354126,12.0,2.3901039379300255
0.4274768829345703,11.0,4.143257302921168
3.0880703926086426,12.75,2.2093034238488785
0.2858893871307373,22.0,2.810056116722784
0.27741146087646484,13.5,3.2029758472676018
0.12203383445739746,29.5,2.348941361668634
0.27941203117370605,12.5,2.121144777911164
0.20469903945922852,9.5,2.1655477980665956
0.14325761795043945,10.5,2.346730547422588
0.10265731811523438,10.0,2.194402136078327
0.0935513973236084,19.0,2.242940441482715
0.11002898216247559,15.5,2.2670094176436675
0.19322800636291504,19.0,2.844603957470004
0.31394076347351074,11.1,2.597645541041768
0.13796043395996094,15.5,2.284591229234565
0.12003350257873535,19.5,2.160413016300838
0.18761563301086426,21.25,2.747192234482662
0.11150527000427246,25.833333333333332,2.4418085591300303
0.18867778778076172,6.5,1.9748992369537453
0.12176656723022461,20.333333333333332,2.150438189629919
0.14256668090820312,12.5,2.3857941736202597
0.31726598739624023,14.0,2.0202289060420546
0.1216425895690918,20.0,2.137142614552109
0.21796035766601562,19.5,1.8207452066990453
0.16285252571105957,20.166666666666668,1.832624874413833
0.10747742652893066,13.5,2.392912889886902
0.1504991054534912,15.0,2.654675132987944
0.22480130195617676,16.0,2.6575908422176995
0.1161501407623291,17.5,2.4773755246779565
0.18792343139648438,30.5,1.5744871592047671
0.1396775245666504,22.0,3.107231281482115
0.11078763008117676,20.5,2.4153186172428156
0.13621973991394043,13.5,2.6014030367095904
0.24137568473815918,17.5,3.253039316751228
0.17914175987243652,12.166666666666668,2.474690962130068
0.20682621002197266,21.166666666666668,2.407943560199199
0.1250777244567871,16.0,1.7589277754113462
0.4293406009674072,15.5,2.095642354059971
0.15497183799743652,22.5,2.8246763602251397
0.11405229568481445,16.5,2.2881443501879666
0.08802080154418945,24.25,2.5498375676801333
0.10802960395812988,10.833333333333332,1.8232159743510954
