id,leniency,linearity,line_distance
1,1.5,1.0,1.0
10,1.5,8.881784197001252e-16,2.5
11,5.5,2.220446049250313e-16,1.0
12,3.5,2.220446049250313e-16,1.0
13,1.5,1.5,1.5
14,1.5,2.220446049250313e-16,1.0
15,1.5,1.7500000000000002,2.75
16,0.0,4.8,4.4
17,3.5,2.220446049250313e-16,1.0
18,1.5,2.220446049250313e-16,1.0
19,0.0,3.777777777777778,5.0
2,1.5,0.75,1.25
20,1.5,0.7500000000000001,0.75
21,0.0,0.6666666666666666,2.3333333333333335
22,1.5,0.888888888888889,1.0
23,1.5,2.220446049250313e-16,1.0
24,1.5,0.4444444444444445,2.0
25,1.5,2.220446049250313e-16,1.0
26,2.5,2.220446049250313e-16,1.0
27,1.5,2.220446049250313e-16,1.0
28,2.5,2.220446049250313e-16,1.0
29,0.0,2.6666666666666665,2.6666666666666665
3,1.5,2.220446049250313e-16,1.0
30,1.5,2.220446049250313e-16,1.0
31,1.5,0.22222222222222224,1.0
32,1.5,2.220446049250313e-16,1.0
33,1.0,1.7763568394002505e-15,5.0
34,1.5,2.220446049250313e-16,3.0
35,3.5,2.220446049250313e-16,1.0
36,-1.0,0.0,2.0
37,0.0,0.8888888888888888,3.0
38,1.5,0.888888888888889,1.0
39,0.0,2.3999999999999995,3.0
4,1.5,0.22222222222222224,1.0
40,2.5,2.220446049250313e-16,1.0
41,0.0,2.220446049250313e-16,3.0
42,-1.0,2.6666666666666665,2.6666666666666665
43,1.5,2.220446049250313e-16,1.0
44,3.5,2.220446049250313e-16,1.0
45,1.5,2.220446049250313e-16,1.0
46,0.0,3.111111111111111,3.0
47,1.5,2.220446049250313e-16,1.0
48,1.5,2.75,2.75
49,1.5,2.220446049250313e-16,1.0
5,1.5,0.7500000000000001,0.75
50,1.5,2.220446049250313e-16,1.0
51,0.0,4.444444444444444,4.0
52,0.0,2.88,2.8
53,0.0,0.0,2.0
54,0.0,2.7499999999999996,2.75
55,0.0,2.6666666666666665,2.6666666666666665
56,1.5,2.220446049250313e-16,1.0
57,0.0,4.444444444444444,4.0
58,0.0,1.7777777777777777,2.0
59,2.5,2.220446049250313e-16,1.0
6,1.5,2.220446049250313e-16,1.0
60,1.5,2.220446049250313e-16,1.0
7,0.0,2.6666666666666665,2.6666666666666665
8,1.5,2.220446049250313e-16,1.0
9,1.5,1.1111111111111112,1.6666666666666667
