id,leniency,linearity,line_distance
1,1.5,2.220446049250313e-16,1.0
10,1.5,2.220446049250313e-16,1.0
11,2.5,2.220446049250313e-16,1.0
12,0.0,1.8571428571428572,2.75
13,1.5,2.220446049250313e-16,1.0
14,1.5,2.220446049250313e-16,1.0
15,0.0,3.777777777777778,5.0
16,3.5,2.220446049250313e-16,1.0
17,1.5,0.7500000000000002,2.75
18,2.5,2.220446049250313e-16,1.0
19,1.5,2.220446049250313e-16,1.0
2,1.5,2.220446049250313e-16,1.0
20,2.5,2.220446049250313e-16,1.0
21,3.5,2.220446049250313e-16,1.0
22,0.0,2.3999999999999995,3.0
23,2.5,2.220446049250313e-16,1.0
24,1.5,2.220446049250313e-16,1.0
25,1.5,2.220446049250313e-16,1.0
26,0.0,2.4,2.6
27,0.0,4.440892098500626e-16,2.0
28,0.0,0.0,2.0
29,0.0,0.0,2.0
3,3.5,1.1102230246251565e-16,1.5
30,1.5,0.22222222222222224,1.0
31,2.5,0.7500000000000001,0.75
32,0.0,4.8,4.4
33,2.0,1.7763568394002505e-15,5.0
34,2.5,2.220446049250313e-16,1.0
35,1.5,2.220446049250313e-16,1.0
36,1.5,0.7500000000000001,0.75
37,1.5,2.220446049250313e-16,1.0
38,1.5,0.22222222222222224,1.0
39,0.0,4.444444444444444,4.0
4,1.5,2.220446049250313e-16,1.0
40,0.0,1.7777777777777777,2.0
41,0.0,4.444444444444444,4.0
42,1.5,2.220446049250313e-16,1.0
43,1.5,2.220446049250313e-16,1.0
44,1.5,0.8888888888888888,1.3333333333333333
45,2.5,2.220446049250313e-16,1.0
46,0.0,2.6666666666666665,2.6666666666666665
47,2.5,2.220446049250313e-16,1.0
48,1.5,2.220446049250313e-16,1.0
49,-1.0,2.9387755102040813,2.857142857142857
5,0.0,1.7777777777777777,2.0
50,1.5,2.220446049250313e-16,1.0
51,0.0,2.220446049250313e-16,3.0
52,3.5,2.220446049250313e-16,1.0
53,1.0,2.222222222222222,2.3333333333333335
54,-1.0,0.0,2.0
55,0.0,2.6666666666666665,2.6666666666666665
56,1.5,2.220446049250313e-16,1.0
57,1.5,2.220446049250313e-16,1.0
58,0.0,0.0,2.0
59,0.0,3.111111111111111,3.0
6,1.5,0.5,2.0
60,0.0,0.0,2.0
61,-1.0,2.88,2.8
62,1.5,2.220446049250313e-16,1.0
63,0.0,2.6666666666666665,2.6666666666666665
64,0.0,2.6666666666666665,2.6666666666666665
7,0.0,1.7763568394002505e-15,5.0
8,1.5,0.7500000000000001,0.75
9,0.0,2.220446049250313e-16,3.0
