id,leniency,linearity,line_distance
1,3.5,2.220446049250313e-16,1.0
10,1.5,2.6666666666666665,2.3333333333333335
11,1.5,0.4444444444444445,2.0
12,1.5,2.220446049250313e-16,1.0
13,3.5,2.220446049250313e-16,1.0
14,1.5,0.7500000000000002,2.75
15,1.5,0.8888888888888888,1.3333333333333333
16,2.5,0.4444444444444445,2.0
17,0.0,3.265306122448979,4.857142857142857
18,1.5,2.220446049250313e-16,1.0
19,1.5,2.222222222222222,2.0
2,1.5,0.7500000000000002,2.75
20,1.5,2.222222222222222,2.0
21,0.0,4.8979591836734695,4.571428571428571
22,1.5,2.204081632653061,2.0
23,1.0,2.222222222222222,2.3333333333333335
24,0.0,2.612244897959184,2.5714285714285716
25,1.5,2.220446049250313e-16,1.0
26,2.5,1.7500000000000002,2.75
27,1.0,2.08,4.0
28,1.5,1.3333333333333333,1.3333333333333333
29,1.5,1.7777777777777777,1.6666666666666667
3,1.5,0.4444444444444446,1.6666666666666667
30,1.5,0.888888888888889,1.0
31,1.5,1.2399999999999998,2.2
32,1.5,8.881784197001252e-16,2.5
33,1.5,2.220446049250313e-16,1.0
34,3.5,2.220446049250313e-16,1.0
35,0.0,4.8,4.4
36,4.5,2.220446049250313e-16,1.0
37,1.5,2.220446049250313e-16,1.0
38,1.5,2.9605947323337506e-16,1.3333333333333333
39,2.5,2.220446049250313e-16,1.0
4,1.5,2.220446049250313e-16,1.0
40,2.5,2.222222222222222,2.0
5,1.5,2.220446049250313e-16,1.0
6,1.5,2.220446049250313e-16,1.0
7,1.5,0.7500000000000001,0.75
8,1.5,2.220446049250313e-16,1.0
9,1.5,2.220446049250313e-16,1.0
