id,leniency,linearity,line_distance
1,3.5,2.220446049250313e-16,1.0
10,0.0,2.2857142857142856,2.75
11,1.5,0.22222222222222224,1.0
12,1.5,4.440892098500626e-16,2.0
13,1.5,0.8888888888888888,1.3333333333333333
14,1.5,2.220446049250313e-16,1.0
15,1.5,2.220446049250313e-16,1.0
16,1.5,2.220446049250313e-16,1.0
17,1.5,0.48,2.4
18,2.5,2.220446049250313e-16,1.0
19,1.5,2.220446049250313e-16,1.0
2,1.5,1.0,1.0
20,0.0,4.8,4.4
21,0.0,0.0,2.0
22,3.5,2.220446049250313e-16,1.0
23,2.5,2.220446049250313e-16,1.0
24,1.5,2.220446049250313e-16,1.0
25,1.5,0.8888888888888888,1.3333333333333333
26,1.0,1.7763568394002505e-15,5.0
27,1.5,0.888888888888889,1.0
28,0.0,1.7500000000000002,2.75
29,0.0,2.6666666666666665,2.6666666666666665
3,0.0,2.88,2.8
30,1.5,2.220446049250313e-16,1.0
31,1.5,1.5,1.5
32,3.5,2.220446049250313e-16,1.0
33,0.0,2.6666666666666665,2.6666666666666665
34,0.0,4.319999999999999,5.0
35,2.5,2.220446049250313e-16,1.0
36,1.5,2.220446049250313e-16,1.0
37,1.5,1.85,1.75
38,1.5,2.220446049250313e-16,1.0
39,0.0,2.6666666666666665,2.6666666666666665
4,1.5,0.9,2.25
40,-1.0,2.88,2.8
41,0.0,2.222222222222222,2.3333333333333335
42,1.5,2.220446049250313e-16,1.0
43,1.5,0.888888888888889,1.0
44,3.5,2.220446049250313e-16,1.0
45,0.0,0.48,2.4
46,0.0,4.16,4.8
47,1.5,2.220446049250313e-16,1.0
48,2.5,2.220446049250313e-16,1.0
49,0.0,2.6666666666666665,2.6666666666666665
5,1.5,2.220446049250313e-16,1.0
50,1.5,2.220446049250313e-16,1.0
6,3.5,4.0,3.3333333333333335
7,1.5,0.7500000000000001,0.75
8,1.5,0.22222222222222224,1.0
9,2.5,2.220446049250313e-16,1.0
