id,leniency,linearity,line_distance
1,2.5,1.6666666666666667,2.0
10,3.5,2.9,2.5
11,1.5,4.440892098500626e-16,2.0
12,0.0,2.612244897959184,2.5714285714285716
13,2.5,2.220446049250313e-16,1.0
14,1.5,0.7500000000000001,0.75
15,0.0,0.8888888888888888,3.0
16,1.5,2.220446049250313e-16,1.0
17,0.0,2.222222222222222,2.3333333333333335
18,0.0,4.319999999999999,5.0
19,3.5,3.3877551020408165,3.2857142857142856
2,1.5,0.68,1.4
20,2.0,1.7763568394002505e-15,5.0
21,-1.0,2.6904761904761907,2.75
22,1.5,0.8888888888888888,1.3333333333333333
23,1.5,2.220446049250313e-16,1.0
24,2.5,0.7500000000000001,0.75
25,0.0,0.0,2.0
26,1.5,2.220446049250313e-16,1.0
27,1.5,2.222222222222222,2.0
28,1.5,1.7261904761904763,2.375
29,1.5,1.28,1.2
3,3.5,2.6031746031746033,2.3333333333333335
30,0.0,2.5,3.25
4,3.5,2.220446049250313e-16,1.0
5,1.5,0.7,1.0
6,2.5,0.8,1.0
7,0.5,1.8285714285714285,1.6666666666666667
8,1.5,0.23809523809523825,2.0
9,0.0,2.6666666666666665,2.6666666666666665
