id,leniency,linearity,line_distance
1,1.5,0.22222222222222224,1.0
10,1.5,2.220446049250313e-16,1.0
11,1.5,0.2499999999999999,1.25
12,1.5,0.22222222222222224,1.0
13,1.5,0.888888888888889,1.0
14,2.5,2.220446049250313e-16,1.0
15,0.0,4.75,4.75
16,3.5,2.220446049250313e-16,1.0
17,2.5,1.25,1.25
18,1.5,1.0,1.0
19,1.5,2.220446049250313e-16,1.0
2,1.5,1.0,1.0
20,3.5,2.220446049250313e-16,1.0
21,1.5,2.220446049250313e-16,1.0
22,3.5,2.220446049250313e-16,1.0
23,1.5,4.440892098500626e-16,2.0
24,2.5,1.6063492063492062,1.5
25,3.5,2.220446049250313e-16,1.0
26,3.0,0.8,1.0
27,0.0,1.0000000000000002,3.5
28,-1.0,2.9387755102040813,2.857142857142857
29,1.5,0.888888888888889,1.0
3,0.0,2.6666666666666665,2.6666666666666665
30,1.5,0.4444444444444446,1.6666666666666667
31,1.5,2.9605947323337506e-16,1.3333333333333333
32,0.0,2.1523809523809523,2.8333333333333335
33,1.5,2.220446049250313e-16,1.0
34,1.5,2.220446049250313e-16,1.0
35,1.5,2.220446049250313e-16,1.0
36,1.5,2.220446049250313e-16,1.0
37,1.5,2.220446049250313e-16,1.0
38,0.0,2.6666666666666665,2.6666666666666665
39,1.5,0.888888888888889,1.0
4,1.5,0.7500000000000001,0.75
40,0.0,4.444444444444444,4.0
41,1.5,2.220446049250313e-16,1.0
42,2.5,1.5555555555555556,3.0
43,1.5,2.220446049250313e-16,1.0
44,0.0,2.6666666666666665,2.6666666666666665
45,1.5,1.25,1.25
46,0.0,4.444444444444444,4.0
47,0.0,0.8888888888888888,3.0
48,0.0,2.6666666666666665,2.6666666666666665
49,0.0,2.88,2.8
5,0.0,0.0,2.0
50,0.0,0.0,2.0
6,1.5,2.220446049250313e-16,1.0
7,3.5,1.5,1.5
8,0.0,4.8,4.4
9,1.0,2.08,4.0
