level,result,block_reached,total_length,time
level_0.txt,1,201,201,28
level_1.txt,0,170,201,45
level_2.txt,1,201,201,28
level_3.txt,0,83,201,45
level_4.txt,0,63,201,45
level_5.txt,1,201,201,28
level_6.txt,0,86,201,45
level_7.txt,1,201,201,26
level_8.txt,0,39,201,45
level_9.txt,0,11,201,45
level_10.txt,0,51,201,45
level_11.txt,1,201,201,29
level_12.txt,1,201,201,27
level_13.txt,0,121,201,45
level_14.txt,1,201,201,27
level_15.txt,0,193,201,45
level_16.txt,0,191,201,45
level_17.txt,1,201,201,27
level_18.txt,1,201,201,28
level_19.txt,1,201,201,35
level_20.txt,1,201,201,28
level_21.txt,1,201,201,28
level_22.txt,1,201,201,29
level_23.txt,0,92,201,45
level_24.txt,1,201,201,27
level_25.txt,1,201,201,27
level_26.txt,1,201,201,26
level_27.txt,0,121,201,45
level_28.txt,1,201,201,28
level_29.txt,1,201,201,27
level_30.txt,1,201,201,28
level_31.txt,1,201,201,29
level_32.txt,0,127,201,45
level_33.txt,0,74,201,45
level_34.txt,1,201,201,25
level_35.txt,0,39,201,45
level_36.txt,1,201,201,28
level_37.txt,1,201,201,28
level_38.txt,1,201,201,27
level_39.txt,0,52,201,45
level_40.txt,0,27,201,45
level_41.txt,0,87,201,45
level_42.txt,1,201,201,28
level_43.txt,1,201,201,31
level_44.txt,0,10,201,45
level_45.txt,0,47,201,45
level_46.txt,0,179,201,45
level_47.txt,0,61,201,45
level_48.txt,1,201,201,27
level_49.txt,1,201,201,29
level_50.txt,0,46,201,45
level_51.txt,1,201,201,26
level_52.txt,1,201,201,29
level_53.txt,0,65,201,45
level_54.txt,0,63,201,45
level_55.txt,0,125,201,45
level_56.txt,1,201,201,26
level_57.txt,1,201,201,34
level_58.txt,0,77,201,45
level_59.txt,1,201,201,26
level_60.txt,0,69,201,45
level_61.txt,0,75,201,45
level_62.txt,1,201,201,27
level_63.txt,0,120,201,45
level_64.txt,0,130,201,45
level_65.txt,0,62,201,45
level_66.txt,1,201,201,28
level_67.txt,0,98,201,45
level_68.txt,0,158,201,45
level_69.txt,1,201,201,27
level_70.txt,1,201,201,28
level_71.txt,0,38,201,45
level_72.txt,0,72,201,45
level_73.txt,0,9,201,45
level_74.txt,0,187,201,45
level_75.txt,0,11,201,45
level_76.txt,1,201,201,27
level_77.txt,1,201,201,28
level_78.txt,1,201,201,29
level_79.txt,0,43,201,45
level_80.txt,1,201,201,27
level_81.txt,0,124,201,45
level_82.txt,1,201,201,27
level_83.txt,0,158,201,45
level_84.txt,0,156,201,45
level_85.txt,0,9,201,45
level_86.txt,0,67,201,45
level_87.txt,0,52,201,45
level_88.txt,0,149,201,45
level_89.txt,1,201,201,27
level_90.txt,1,201,201,26
level_91.txt,0,163,201,45
level_92.txt,1,201,201,29
level_93.txt,1,201,201,26
level_94.txt,1,201,201,28
level_95.txt,0,115,201,45
level_96.txt,0,155,201,45
level_97.txt,0,93,201,45
level_98.txt,1,201,201,28
level_99.txt,1,201,201,27
level_100.txt,0,163,201,45
level_101.txt,1,201,201,26
level_102.txt,0,16,201,45
level_103.txt,1,201,201,27
level_104.txt,1,201,201,27
level_105.txt,1,201,201,28
level_106.txt,0,193,201,45
level_107.txt,1,201,201,26
level_108.txt,1,201,201,26
level_109.txt,1,201,201,27
level_110.txt,0,168,201,45
level_111.txt,1,201,201,28
level_112.txt,1,201,201,27
level_113.txt,1,201,201,26
level_114.txt,0,72,201,45
level_115.txt,1,201,201,27
level_116.txt,1,201,201,34
level_117.txt,1,201,201,27
level_118.txt,0,157,201,45
level_119.txt,1,201,201,26
level_120.txt,1,201,201,26
level_121.txt,1,201,201,28
level_122.txt,0,66,201,45
level_123.txt,1,201,201,26
level_124.txt,1,201,201,34
level_125.txt,1,201,201,30
level_126.txt,1,201,201,26
level_127.txt,1,201,201,28
level_128.txt,1,201,201,29
level_129.txt,1,201,201,27
level_130.txt,1,201,201,26
level_131.txt,0,141,201,45
level_132.txt,0,186,201,45
level_133.txt,1,201,201,27
level_134.txt,1,201,201,28
level_135.txt,1,201,201,27
level_136.txt,0,61,201,45
level_137.txt,0,88,201,45
level_138.txt,1,201,201,27
level_139.txt,0,69,201,45
level_140.txt,0,25,201,45
level_141.txt,0,201,201,45
level_142.txt,1,201,201,25
level_143.txt,1,201,201,28
level_144.txt,1,201,201,27
level_145.txt,1,201,201,28
level_146.txt,0,163,201,45
level_147.txt,0,58,201,45
level_148.txt,1,201,201,27
level_149.txt,0,187,201,45
level_150.txt,0,83,201,45
level_151.txt,1,201,201,28
level_152.txt,1,201,201,27
level_153.txt,1,201,201,27
level_154.txt,1,201,201,27
level_155.txt,0,130,201,45
level_156.txt,1,201,201,27
level_157.txt,0,11,201,45
level_158.txt,0,152,201,45
level_159.txt,0,27,201,45
level_160.txt,0,116,201,45
level_161.txt,1,201,201,27
level_162.txt,0,29,201,45
level_163.txt,0,16,201,45
level_164.txt,1,201,201,28
level_165.txt,0,154,201,45
level_166.txt,0,20,201,45
level_167.txt,0,124,201,45
level_168.txt,0,45,201,45
level_169.txt,1,201,201,30
level_170.txt,0,9,201,45
level_171.txt,1,201,201,28
level_172.txt,1,201,201,29
level_173.txt,1,201,201,27
level_174.txt,1,201,201,27
level_175.txt,0,167,201,45
level_176.txt,0,201,201,45
level_177.txt,1,201,201,29
level_178.txt,1,201,201,27
level_179.txt,0,110,201,45
level_180.txt,1,201,201,26
level_181.txt,1,201,201,28
level_182.txt,0,40,201,45
level_183.txt,0,181,201,45
level_184.txt,1,201,201,26
level_185.txt,0,150,201,45
level_186.txt,1,201,201,26
level_187.txt,1,201,201,30
level_188.txt,0,113,201,45
level_189.txt,1,201,201,33
level_190.txt,1,201,201,28
level_191.txt,1,201,201,28
level_192.txt,1,201,201,30
level_193.txt,0,18,201,45
level_194.txt,0,163,201,45
level_195.txt,1,201,201,29
level_196.txt,1,201,201,26
level_197.txt,0,90,201,45
level_198.txt,1,201,201,27
level_199.txt,1,201,201,29
level_200.txt,1,201,201,27
level_201.txt,1,201,201,27
level_202.txt,0,165,201,45
level_203.txt,0,115,201,45
level_204.txt,1,201,201,28
level_205.txt,1,201,201,43
level_206.txt,1,201,201,27
level_207.txt,0,194,201,45
level_208.txt,0,83,201,45
level_209.txt,0,199,201,45
level_210.txt,0,18,201,45
level_211.txt,1,201,201,26
level_212.txt,0,149,201,45
level_213.txt,0,32,201,45
level_214.txt,1,201,201,28
level_215.txt,0,90,201,45
level_216.txt,0,61,201,45
level_217.txt,1,201,201,26
level_218.txt,1,201,201,28
level_219.txt,1,201,201,27
level_220.txt,1,201,201,27
level_221.txt,0,105,201,45
level_222.txt,0,8,201,45
