level,result,block_reached,total_length,time
level_0.txt,0,40,88,45
level_1.txt,0,67,95,45
level_2.txt,1,102,102,16
level_3.txt,1,99,99,16
level_4.txt,1,107,107,17
level_5.txt,1,117,117,19
level_6.txt,1,114,114,18
level_7.txt,1,131,131,21
level_8.txt,0,90,92,9
level_9.txt,1,105,105,16
level_10.txt,0,82,108,12
level_11.txt,1,97,97,18
level_12.txt,1,97,97,14
level_13.txt,0,29,96,4
level_14.txt,1,124,124,18
level_15.txt,1,122,122,18
level_16.txt,1,122,122,17
level_17.txt,1,123,123,18
level_18.txt,0,93,124,11
level_19.txt,1,109,109,17
level_20.txt,1,116,116,18
level_21.txt,1,105,105,18
level_22.txt,1,113,113,19
level_23.txt,1,102,102,18
level_24.txt,1,115,115,17
level_25.txt,0,51,90,7
level_26.txt,1,103,103,16
level_27.txt,1,105,105,15
level_28.txt,1,91,91,14
level_29.txt,0,16,93,45
level_30.txt,1,114,114,17
level_31.txt,0,42,126,5
level_32.txt,1,105,105,16
level_33.txt,0,91,117,10
level_34.txt,0,67,94,45
level_35.txt,1,86,86,13
level_36.txt,1,85,85,13
level_37.txt,1,92,92,15
level_38.txt,0,45,120,6
level_39.txt,0,73,89,8
level_40.txt,1,92,92,17
level_41.txt,0,74,93,10
level_42.txt,0,50,104,7
level_43.txt,1,97,97,16
level_44.txt,1,88,88,14
level_45.txt,1,96,96,16
level_46.txt,1,121,121,17
level_47.txt,1,109,109,17
level_48.txt,0,23,127,45
level_49.txt,1,109,109,17
level_50.txt,0,107,140,13
level_51.txt,1,111,111,17
level_52.txt,1,72,72,13
level_53.txt,0,53,90,6
level_54.txt,1,97,97,14
level_55.txt,1,33,33,9
level_56.txt,1,94,94,15
level_57.txt,0,82,108,12
level_58.txt,0,18,113,2
level_59.txt,1,102,102,16
level_60.txt,1,110,110,17
level_61.txt,1,108,108,16
level_62.txt,0,69,110,45
level_63.txt,1,108,108,16
level_64.txt,0,21,122,45
level_65.txt,1,129,129,19
level_66.txt,1,136,136,21
level_67.txt,0,110,121,13
level_68.txt,1,71,71,14
level_69.txt,0,53,88,45
level_70.txt,1,86,86,15
level_71.txt,1,109,109,16
level_72.txt,1,115,115,17
level_73.txt,0,21,100,45
level_74.txt,1,98,98,18
level_75.txt,1,110,110,16
level_76.txt,0,45,96,45
level_77.txt,0,41,90,45
level_78.txt,0,33,94,6
level_79.txt,0,86,114,45
level_80.txt,1,93,93,15
level_81.txt,1,96,96,16
level_82.txt,1,108,108,17
level_83.txt,1,107,107,17
level_84.txt,0,34,108,45
level_85.txt,1,89,89,13
level_86.txt,1,88,88,20
level_87.txt,0,8,113,45
level_88.txt,1,103,103,16
level_89.txt,1,114,114,17
level_90.txt,1,123,123,20
level_91.txt,0,67,98,45
level_92.txt,1,109,109,16
level_93.txt,0,75,89,9
level_94.txt,0,116,122,45
level_95.txt,1,85,85,14
level_96.txt,1,96,96,17
level_97.txt,0,84,102,45
level_98.txt,1,109,109,17
level_99.txt,1,104,104,20
level_100.txt,0,60,99,7
level_101.txt,0,84,95,18
level_102.txt,1,118,118,17
level_103.txt,1,116,116,17
level_104.txt,0,18,108,45
level_105.txt,1,77,77,12
level_106.txt,1,109,109,17
level_107.txt,1,97,97,16
level_108.txt,1,95,95,15
level_109.txt,1,97,97,15
level_110.txt,1,94,94,16
level_111.txt,1,33,33,8
level_112.txt,1,106,106,17
level_113.txt,1,99,99,16
level_114.txt,1,105,105,18
level_115.txt,0,39,114,5
level_116.txt,1,118,118,17
level_117.txt,0,31,85,45
level_118.txt,1,80,80,13
level_119.txt,1,113,113,18
level_120.txt,0,14,119,45
level_121.txt,0,72,78,45
level_122.txt,1,109,109,17
level_123.txt,0,36,93,45
level_124.txt,1,100,100,16
level_125.txt,0,44,100,45
level_126.txt,1,85,85,14
level_127.txt,1,119,119,18
level_128.txt,1,96,96,15
level_129.txt,0,25,98,3
level_130.txt,1,93,93,15
level_131.txt,0,83,110,12
level_132.txt,1,91,91,14
level_133.txt,0,38,103,45
level_134.txt,0,50,79,6
level_135.txt,1,109,109,17
level_136.txt,1,107,107,16
level_137.txt,0,27,135,3
level_138.txt,1,103,103,15
level_139.txt,1,72,72,12
level_140.txt,0,64,90,45
level_141.txt,0,30,105,45
level_142.txt,0,69,92,45
level_143.txt,1,91,91,15
level_144.txt,0,63,98,45
level_145.txt,0,55,86,45
level_146.txt,0,56,105,45
level_147.txt,1,89,89,15
level_148.txt,0,24,92,3
level_149.txt,1,107,107,16
level_150.txt,1,98,98,16
level_151.txt,0,101,106,15
level_152.txt,1,89,89,15
level_153.txt,1,81,81,15
level_154.txt,0,71,112,9
level_155.txt,1,127,127,19
level_156.txt,0,86,95,45
level_157.txt,0,30,103,45
level_158.txt,1,137,137,21
level_159.txt,1,108,108,16
level_160.txt,1,94,94,17
level_161.txt,1,121,121,21
level_162.txt,0,32,111,4
level_163.txt,1,98,98,15
level_164.txt,1,118,118,18
level_165.txt,0,43,105,21
level_166.txt,0,28,121,3
level_167.txt,0,45,71,45
level_168.txt,1,107,107,17
level_169.txt,0,6,90,45
level_170.txt,1,100,100,16
level_171.txt,0,26,94,4
level_172.txt,1,107,107,18
level_173.txt,0,101,114,45
level_174.txt,1,109,109,20
level_175.txt,0,27,115,45
level_176.txt,1,101,101,16
level_177.txt,1,93,93,16
level_178.txt,0,29,97,4
level_179.txt,1,93,93,15
level_180.txt,1,72,72,12
level_181.txt,1,106,106,17
level_182.txt,1,101,101,18
level_183.txt,1,102,102,17
level_184.txt,1,104,104,19
level_185.txt,0,33,86,45
level_186.txt,1,133,133,20
level_187.txt,0,73,82,8
level_188.txt,1,107,107,18
level_189.txt,1,105,105,15
level_190.txt,1,99,99,16
level_191.txt,1,75,75,13
level_192.txt,1,110,110,17
level_193.txt,1,97,97,15
level_194.txt,1,104,104,17
level_195.txt,1,97,97,18
level_196.txt,1,99,99,16
level_197.txt,1,99,99,16
level_198.txt,0,87,110,10
level_199.txt,1,93,93,14
level_200.txt,0,36,101,45
level_201.txt,0,97,99,24
level_202.txt,0,80,104,9
level_203.txt,1,104,104,19
level_204.txt,1,101,101,18
level_205.txt,1,86,86,15
level_206.txt,1,58,58,11
level_207.txt,1,90,90,15
level_208.txt,0,100,106,12
level_209.txt,1,103,103,16
level_210.txt,1,108,108,16
level_211.txt,1,97,97,18
level_212.txt,1,105,105,16
level_213.txt,0,84,95,12
level_214.txt,0,32,122,3
level_215.txt,0,31,97,45
level_216.txt,1,73,73,14
level_217.txt,0,64,111,45
level_218.txt,1,76,76,13
level_219.txt,0,37,95,5
level_220.txt,1,102,102,15
level_221.txt,1,104,104,16
level_222.txt,0,52,93,43
level_223.txt,1,113,113,17
level_224.txt,1,115,115,17
level_225.txt,1,123,123,17
level_226.txt,0,61,110,45
level_227.txt,1,103,103,15
level_228.txt,1,98,98,15
level_229.txt,1,122,122,20
level_230.txt,0,81,109,45
level_231.txt,0,89,95,9
level_232.txt,0,22,50,45
level_233.txt,1,101,101,16
level_234.txt,1,110,110,16
level_235.txt,1,116,116,17
level_236.txt,0,47,117,6
level_237.txt,1,107,107,16
level_238.txt,0,46,82,45
level_239.txt,1,106,106,19
level_240.txt,0,41,164,5
level_241.txt,0,95,105,10
level_242.txt,1,108,108,19
level_243.txt,1,91,91,15
level_244.txt,1,127,127,18
level_245.txt,0,81,88,10
level_246.txt,1,92,92,15
level_247.txt,0,55,110,6
level_248.txt,1,98,98,16
level_249.txt,1,84,84,15
level_250.txt,1,115,115,17
level_251.txt,1,82,82,13
level_252.txt,0,34,113,45
level_253.txt,1,127,127,20
level_254.txt,0,78,93,45
level_255.txt,1,106,106,17
level_256.txt,0,49,89,45
level_257.txt,0,84,115,10
level_258.txt,1,106,106,16
level_259.txt,0,98,99,11
level_260.txt,0,47,101,45
level_261.txt,1,95,95,15
level_262.txt,0,86,108,12
level_263.txt,0,66,107,45
level_264.txt,0,13,90,45
level_265.txt,1,91,91,15
level_266.txt,0,118,127,14
level_267.txt,1,96,96,15
level_268.txt,1,94,94,17
level_269.txt,1,106,106,25
level_270.txt,1,85,85,14
level_271.txt,1,95,95,14
level_272.txt,1,109,109,17
level_273.txt,1,79,79,14
level_274.txt,1,91,91,16
level_275.txt,0,113,117,13
level_276.txt,1,99,99,15
level_277.txt,1,94,94,15
level_278.txt,1,100,100,18
level_279.txt,0,114,116,14
level_280.txt,0,38,107,45
level_281.txt,1,102,102,21
level_282.txt,0,77,94,45
level_283.txt,0,38,89,45
level_284.txt,1,90,90,15
level_285.txt,1,72,72,13
level_286.txt,1,110,110,17
level_287.txt,1,113,113,18
level_288.txt,1,107,107,16
level_289.txt,1,96,96,14
level_290.txt,1,80,80,14
level_291.txt,1,101,101,18
level_292.txt,1,98,98,15
level_293.txt,1,99,99,16
level_294.txt,1,99,99,16
level_295.txt,0,32,111,45
level_296.txt,1,114,114,17
level_297.txt,0,25,78,45
level_298.txt,1,98,98,35
level_299.txt,0,66,83,8
level_300.txt,1,117,117,18
level_301.txt,1,103,103,16
level_302.txt,0,74,124,9
level_303.txt,0,74,96,45
level_304.txt,1,80,80,16
level_305.txt,0,63,107,9
level_306.txt,1,108,108,16
level_307.txt,1,97,97,22
level_308.txt,1,93,93,16
level_309.txt,0,34,103,4
level_310.txt,1,107,107,17
level_311.txt,0,62,145,7
level_312.txt,1,104,104,20
level_313.txt,1,92,92,18
level_314.txt,1,98,98,15
level_315.txt,1,98,98,16
level_316.txt,1,114,114,17
level_317.txt,1,114,114,17
level_318.txt,1,95,95,16
level_319.txt,1,116,116,18
level_320.txt,1,110,110,17
level_321.txt,1,89,89,16
level_322.txt,1,108,108,17
level_323.txt,1,100,100,15
level_324.txt,1,82,82,13
level_325.txt,0,45,132,5
level_326.txt,0,102,114,45
level_327.txt,1,108,108,17
level_328.txt,1,97,97,20
level_329.txt,1,108,108,15
level_330.txt,0,48,86,45
level_331.txt,1,110,110,16
level_332.txt,1,93,93,14
